state,district,month,demo_age_5_17,demo_age_17_,dataset
Andhra Pradesh,Palnadu,2025-04,57,255,demographic
Andhra Pradesh,Palnadu,2025-05,56,309,demographic
Andhra Pradesh,Palnadu,2025-06,32,214,demographic
Andhra Pradesh,Palnadu,2025-07,49,320,demographic
Andhra Pradesh,Palnadu,2025-08,48,234,demographic
Andhra Pradesh,Palnadu,2025-09,48,272,demographic
Andhra Pradesh,Palnadu,2025-10,40,203,demographic
Andhra Pradesh,Palnadu,2025-11,39,219,demographic
Andhra Pradesh,Palnadu,2025-12,28,160,demographic
Andhra Pradesh,Parvathipuram Manyam,2025-01,313,2040,demographic
Andhra Pradesh,Parvathipuram Manyam,2025-02,39,156,demographic
Andhra Pradesh,Parvathipuram Manyam,2025-03,33,141,demographic
Andhra Pradesh,Parvathipuram Manyam,2025-04,23,127,demographic
Andhra Pradesh,Parvathipuram Manyam,2025-05,48,159,demographic
Andhra Pradesh,Parvathipuram Manyam,2025-06,28,165,demographic
Andhra Pradesh,Parvathipuram Manyam,2025-07,38,127,demographic
Andhra Pradesh,Parvathipuram Manyam,2025-08,29,129,demographic
Andhra Pradesh,Parvathipuram Manyam,2025-09,23,119,demographic
Andhra Pradesh,Parvathipuram Manyam,2025-10,19,132,demographic
Andhra Pradesh,Parvathipuram Manyam,2025-11,25,129,demographic
Andhra Pradesh,Parvathipuram Manyam,2025-12,20,132,demographic
Andhra Pradesh,Prakasam,2025-01,2616,26138,demographic
Andhra Pradesh,Prakasam,2025-02,463,2035,demographic
Andhra Pradesh,Prakasam,2025-03,350,2255,demographic
Andhra Pradesh,Prakasam,2025-04,482,2605,demographic
Andhra Pradesh,Prakasam,2025-05,374,1500,demographic
Andhra Pradesh,Prakasam,2025-06,325,1765,demographic
Andhra Pradesh,Prakasam,2025-07,435,1460,demographic
Andhra Pradesh,Prakasam,2025-08,397,2109,demographic
Andhra Pradesh,Prakasam,2025-09,285,1674,demographic
Andhra Pradesh,Prakasam,2025-10,247,2283,demographic
Andhra Pradesh,Prakasam,2025-11,256,1790,demographic
Andhra Pradesh,Prakasam,2025-12,246,2039,demographic
Andhra Pradesh,Rangareddi,2025-01,441,2911,demographic
Andhra Pradesh,Rangareddi,2025-02,118,500,demographic
Andhra Pradesh,Rangareddi,2025-03,99,504,demographic
Andhra Pradesh,Rangareddi,2025-04,179,946,demographic
Andhra Pradesh,Rangareddi,2025-05,101,286,demographic
Andhra Pradesh,Rangareddi,2025-06,65,250,demographic
Andhra Pradesh,Rangareddi,2025-07,111,333,demographic
Andhra Pradesh,Rangareddi,2025-08,62,428,demographic
Andhra Pradesh,Rangareddi,2025-09,101,418,demographic
Andhra Pradesh,Rangareddi,2025-10,53,456,demographic
Andhra Pradesh,Rangareddi,2025-11,80,350,demographic
Andhra Pradesh,Rangareddi,2025-12,78,463,demographic
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-01,903,5494,demographic
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-02,60,436,demographic
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-03,42,323,demographic
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-04,50,273,demographic
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-05,59,324,demographic
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-06,61,357,demographic
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-07,72,365,demographic
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-08,41,310,demographic
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-09,52,395,demographic
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-10,49,267,demographic
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-11,32,280,demographic
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-12,37,294,demographic
Andhra Pradesh,Sri Sathya Sai,2025-01,1318,5390,demographic
Andhra Pradesh,Sri Sathya Sai,2025-02,103,382,demographic
Andhra Pradesh,Sri Sathya Sai,2025-03,72,385,demographic
Andhra Pradesh,Sri Sathya Sai,2025-04,70,283,demographic
Andhra Pradesh,Sri Sathya Sai,2025-05,76,276,demographic
Andhra Pradesh,Sri Sathya Sai,2025-06,66,317,demographic
Andhra Pradesh,Sri Sathya Sai,2025-07,74,363,demographic
Andhra Pradesh,Sri Sathya Sai,2025-08,52,282,demographic
Andhra Pradesh,Sri Sathya Sai,2025-09,48,330,demographic
Andhra Pradesh,Sri Sathya Sai,2025-10,58,286,demographic
Andhra Pradesh,Sri Sathya Sai,2025-11,36,316,demographic
Andhra Pradesh,Sri Sathya Sai,2025-12,44,238,demographic
Andhra Pradesh,Srikakulam,2025-01,7326,41497,demographic
Andhra Pradesh,Srikakulam,2025-02,543,1643,demographic
Andhra Pradesh,Srikakulam,2025-03,362,1478,demographic
Andhra Pradesh,Srikakulam,2025-04,469,1850,demographic
Andhra Pradesh,Srikakulam,2025-05,392,1163,demographic
Andhra Pradesh,Srikakulam,2025-06,338,1452,demographic
Andhra Pradesh,Srikakulam,2025-07,349,1019,demographic
Andhra Pradesh,Srikakulam,2025-08,373,1429,demographic
Andhra Pradesh,Srikakulam,2025-09,307,1343,demographic
Andhra Pradesh,Srikakulam,2025-10,263,1447,demographic
Andhra Pradesh,Srikakulam,2025-11,219,1177,demographic
Andhra Pradesh,Srikakulam,2025-12,238,1349,demographic
Andhra Pradesh,Tirupati,2025-01,1693,10266,demographic
Andhra Pradesh,Tirupati,2025-02,74,500,demographic
Andhra Pradesh,Tirupati,2025-03,57,404,demographic
Andhra Pradesh,Tirupati,2025-04,52,301,demographic
Andhra Pradesh,Tirupati,2025-05,60,285,demographic
Andhra Pradesh,Tirupati,2025-06,80,428,demographic
Andhra Pradesh,Tirupati,2025-07,71,399,demographic
Andhra Pradesh,Tirupati,2025-08,60,386,demographic
Andhra Pradesh,Tirupati,2025-09,76,355,demographic
Andhra Pradesh,Tirupati,2025-10,48,291,demographic
Andhra Pradesh,Tirupati,2025-11,52,363,demographic
Andhra Pradesh,Tirupati,2025-12,54,435,demographic
Andhra Pradesh,Visakhapatnam,2025-01,5806,48743,demographic
Andhra Pradesh,Visakhapatnam,2025-02,508,2387,demographic
Andhra Pradesh,Visakhapatnam,2025-03,352,2297,demographic
Andhra Pradesh,Visakhapatnam,2025-04,367,2775,demographic
Andhra Pradesh,Visakhapatnam,2025-05,311,1397,demographic
Andhra Pradesh,Visakhapatnam,2025-06,300,1994,demographic
Andhra Pradesh,Visakhapatnam,2025-07,247,1171,demographic
Andhra Pradesh,Visakhapatnam,2025-08,343,1933,demographic
Andhra Pradesh,Visakhapatnam,2025-09,282,1583,demographic
Andhra Pradesh,Visakhapatnam,2025-10,268,1990,demographic
Andhra Pradesh,Visakhapatnam,2025-11,233,1862,demographic
Andhra Pradesh,Visakhapatnam,2025-12,238,1700,demographic
Andhra Pradesh,Vizianagaram,2025-01,2593,22032,demographic
Andhra Pradesh,Vizianagaram,2025-02,285,1284,demographic
Andhra Pradesh,Vizianagaram,2025-03,213,1172,demographic
Andhra Pradesh,Vizianagaram,2025-04,239,1499,demographic
Andhra Pradesh,Vizianagaram,2025-05,217,827,demographic
Andhra Pradesh,Vizianagaram,2025-06,223,1067,demographic
Andhra Pradesh,Vizianagaram,2025-07,165,576,demographic
Andhra Pradesh,Vizianagaram,2025-08,222,1071,demographic
Andhra Pradesh,Vizianagaram,2025-09,158,907,demographic
Andhra Pradesh,Vizianagaram,2025-10,151,1099,demographic
Andhra Pradesh,Vizianagaram,2025-11,148,1057,demographic
Andhra Pradesh,Vizianagaram,2025-12,147,999,demographic
Andhra Pradesh,Warangal,2025-01,598,4989,demographic
Andhra Pradesh,Warangal,2025-02,100,1010,demographic
Andhra Pradesh,Warangal,2025-03,95,861,demographic
Andhra Pradesh,Warangal,2025-04,181,1491,demographic
Andhra Pradesh,Warangal,2025-05,74,346,demographic
Andhra Pradesh,Warangal,2025-06,62,610,demographic
Andhra Pradesh,Warangal,2025-07,70,333,demographic
Andhra Pradesh,Warangal,2025-08,94,697,demographic
Andhra Pradesh,Warangal,2025-09,72,515,demographic
Andhra Pradesh,Warangal,2025-10,66,686,demographic
Andhra Pradesh,Warangal,2025-11,62,642,demographic
Andhra Pradesh,Warangal,2025-12,48,670,demographic
Andhra Pradesh,West Godavari,2025-01,3699,34468,demographic
Andhra Pradesh,West Godavari,2025-02,373,2271,demographic
Andhra Pradesh,West Godavari,2025-03,251,2045,demographic
Andhra Pradesh,West Godavari,2025-04,344,2603,demographic
Andhra Pradesh,West Godavari,2025-05,204,1261,demographic
Andhra Pradesh,West Godavari,2025-06,236,1749,demographic
Andhra Pradesh,West Godavari,2025-07,213,990,demographic
Andhra Pradesh,West Godavari,2025-08,269,2120,demographic
Andhra Pradesh,West Godavari,2025-09,188,1515,demographic
Andhra Pradesh,West Godavari,2025-10,202,1892,demographic
Andhra Pradesh,West Godavari,2025-11,215,1940,demographic
Andhra Pradesh,West Godavari,2025-12,215,1870,demographic
Andhra Pradesh,Y. S. R,2025-01,1565,8339,demographic
Andhra Pradesh,Y. S. R,2025-02,50,405,demographic
Andhra Pradesh,Y. S. R,2025-03,55,300,demographic
Andhra Pradesh,Y. S. R,2025-04,35,295,demographic
Andhra Pradesh,Y. S. R,2025-05,48,304,demographic
Andhra Pradesh,Y. S. R,2025-06,65,397,demographic
Andhra Pradesh,Y. S. R,2025-07,43,255,demographic
Andhra Pradesh,Y. S. R,2025-08,52,354,demographic
Andhra Pradesh,Y. S. R,2025-09,51,277,demographic
Andhra Pradesh,Y. S. R,2025-10,44,257,demographic
Andhra Pradesh,Y. S. R,2025-11,41,299,demographic
Andhra Pradesh,Y. S. R,2025-12,53,310,demographic
Arunachal Pradesh,Anjaw,2025-01,14,119,demographic
Arunachal Pradesh,Anjaw,2025-02,0,10,demographic
Arunachal Pradesh,Anjaw,2025-03,4,18,demographic
Arunachal Pradesh,Anjaw,2025-04,8,37,demographic
Arunachal Pradesh,Anjaw,2025-05,3,12,demographic
Arunachal Pradesh,Anjaw,2025-06,2,4,demographic
Arunachal Pradesh,Anjaw,2025-07,1,5,demographic
Arunachal Pradesh,Anjaw,2025-08,9,42,demographic
Arunachal Pradesh,Anjaw,2025-09,4,28,demographic
Arunachal Pradesh,Anjaw,2025-10,8,10,demographic
Arunachal Pradesh,Anjaw,2025-11,2,27,demographic
Arunachal Pradesh,Anjaw,2025-12,1,8,demographic
Arunachal Pradesh,Changlang,2025-01,115,1123,demographic
Arunachal Pradesh,Changlang,2025-02,26,224,demographic
Arunachal Pradesh,Changlang,2025-03,24,185,demographic
Arunachal Pradesh,Changlang,2025-04,27,146,demographic
Arunachal Pradesh,Changlang,2025-05,11,113,demographic
Arunachal Pradesh,Changlang,2025-06,16,94,demographic
Arunachal Pradesh,Changlang,2025-07,21,142,demographic
Arunachal Pradesh,Changlang,2025-08,45,171,demographic
Arunachal Pradesh,Changlang,2025-09,31,216,demographic
Arunachal Pradesh,Changlang,2025-10,11,95,demographic
Arunachal Pradesh,Changlang,2025-11,26,184,demographic
Arunachal Pradesh,Changlang,2025-12,26,143,demographic
Arunachal Pradesh,Dibang Valley,2025-01,0,2,demographic
Arunachal Pradesh,Dibang Valley,2025-02,1,9,demographic
Arunachal Pradesh,Dibang Valley,2025-03,0,5,demographic
Arunachal Pradesh,Dibang Valley,2025-04,0,2,demographic
Arunachal Pradesh,Dibang Valley,2025-05,1,4,demographic
Arunachal Pradesh,Dibang Valley,2025-06,1,6,demographic
Arunachal Pradesh,Dibang Valley,2025-07,0,2,demographic
Arunachal Pradesh,Dibang Valley,2025-08,2,9,demographic
Arunachal Pradesh,Dibang Valley,2025-09,0,7,demographic
Arunachal Pradesh,Dibang Valley,2025-10,1,2,demographic
Arunachal Pradesh,Dibang Valley,2025-11,0,4,demographic
Arunachal Pradesh,Dibang Valley,2025-12,0,7,demographic
Arunachal Pradesh,East Kameng,2025-01,12,54,demographic
Arunachal Pradesh,East Kameng,2025-02,14,66,demographic
Arunachal Pradesh,East Kameng,2025-03,12,58,demographic
Arunachal Pradesh,East Kameng,2025-04,14,92,demographic
Arunachal Pradesh,East Kameng,2025-05,13,58,demographic
Arunachal Pradesh,East Kameng,2025-06,4,40,demographic
Arunachal Pradesh,East Kameng,2025-07,0,21,demographic
Arunachal Pradesh,East Kameng,2025-08,6,20,demographic
Arunachal Pradesh,East Kameng,2025-09,6,13,demographic
Arunachal Pradesh,East Kameng,2025-10,16,56,demographic
Arunachal Pradesh,East Kameng,2025-11,11,58,demographic
Arunachal Pradesh,East Kameng,2025-12,18,32,demographic
Arunachal Pradesh,East Siang,2025-01,31,182,demographic
Arunachal Pradesh,East Siang,2025-02,7,31,demographic
Arunachal Pradesh,East Siang,2025-03,14,44,demographic
Arunachal Pradesh,East Siang,2025-04,16,77,demographic
Arunachal Pradesh,East Siang,2025-05,3,15,demographic
Arunachal Pradesh,East Siang,2025-06,10,52,demographic
Arunachal Pradesh,East Siang,2025-07,2,17,demographic
Arunachal Pradesh,East Siang,2025-08,19,80,demographic
Arunachal Pradesh,East Siang,2025-09,18,88,demographic
Arunachal Pradesh,East Siang,2025-10,15,62,demographic
Arunachal Pradesh,East Siang,2025-11,11,96,demographic
Arunachal Pradesh,East Siang,2025-12,20,76,demographic
Arunachal Pradesh,Kamle,2025-01,0,11,demographic
Arunachal Pradesh,Kamle,2025-02,4,25,demographic
Arunachal Pradesh,Kamle,2025-03,8,30,demographic
Arunachal Pradesh,Kamle,2025-05,8,37,demographic
Arunachal Pradesh,Kamle,2025-06,1,15,demographic
Arunachal Pradesh,Kamle,2025-07,1,6,demographic
Arunachal Pradesh,Kamle,2025-08,1,5,demographic
Arunachal Pradesh,Kamle,2025-09,0,2,demographic
Arunachal Pradesh,Kamle,2025-10,1,1,demographic
Arunachal Pradesh,Kamle,2025-11,1,1,demographic
Arunachal Pradesh,Kamle,2025-12,1,1,demographic
Arunachal Pradesh,Kra Daadi,2025-01,27,107,demographic
Arunachal Pradesh,Kra Daadi,2025-02,5,23,demographic
Arunachal Pradesh,Kra Daadi,2025-03,4,12,demographic
Arunachal Pradesh,Kra Daadi,2025-04,2,1,demographic
Arunachal Pradesh,Kra Daadi,2025-05,3,4,demographic
Arunachal Pradesh,Kra Daadi,2025-06,3,4,demographic
Arunachal Pradesh,Kra Daadi,2025-07,2,4,demographic
Arunachal Pradesh,Kra Daadi,2025-08,3,18,demographic
Arunachal Pradesh,Kra Daadi,2025-09,8,9,demographic
Arunachal Pradesh,Kra Daadi,2025-10,4,15,demographic
Arunachal Pradesh,Kra Daadi,2025-11,2,6,demographic
Arunachal Pradesh,Kra Daadi,2025-12,6,10,demographic
Arunachal Pradesh,Kurung Kumey,2025-01,6,12,demographic
Arunachal Pradesh,Kurung Kumey,2025-02,8,13,demographic
Arunachal Pradesh,Kurung Kumey,2025-03,8,11,demographic
Arunachal Pradesh,Kurung Kumey,2025-04,2,3,demographic
Arunachal Pradesh,Kurung Kumey,2025-05,4,16,demographic
Arunachal Pradesh,Kurung Kumey,2025-06,5,9,demographic
Arunachal Pradesh,Kurung Kumey,2025-08,9,17,demographic
Arunachal Pradesh,Kurung Kumey,2025-09,3,10,demographic
Arunachal Pradesh,Kurung Kumey,2025-10,2,9,demographic
Arunachal Pradesh,Kurung Kumey,2025-11,0,4,demographic
Arunachal Pradesh,Kurung Kumey,2025-12,2,6,demographic
Arunachal Pradesh,Leparada,2025-01,0,1,demographic
Arunachal Pradesh,Leparada,2025-02,1,0,demographic
Arunachal Pradesh,Leparada,2025-06,0,1,demographic
Arunachal Pradesh,Leparada,2025-07,1,0,demographic
Arunachal Pradesh,Leparada,2025-08,0,2,demographic
Arunachal Pradesh,Leparada,2025-09,0,2,demographic
Arunachal Pradesh,Leparada,2025-11,0,1,demographic
Arunachal Pradesh,Leparada,2025-12,0,1,demographic
Arunachal Pradesh,Lohit,2025-01,32,255,demographic
Arunachal Pradesh,Lohit,2025-02,5,65,demographic
Arunachal Pradesh,Lohit,2025-03,11,58,demographic
Arunachal Pradesh,Lohit,2025-04,5,62,demographic
Arunachal Pradesh,Lohit,2025-05,6,38,demographic
Arunachal Pradesh,Lohit,2025-06,1,15,demographic
Arunachal Pradesh,Lohit,2025-07,1,7,demographic
Arunachal Pradesh,Lohit,2025-08,4,62,demographic
Arunachal Pradesh,Lohit,2025-09,11,56,demographic
Arunachal Pradesh,Lohit,2025-10,3,31,demographic
Arunachal Pradesh,Lohit,2025-11,10,56,demographic
Arunachal Pradesh,Lohit,2025-12,14,105,demographic
Arunachal Pradesh,Longding,2025-01,48,290,demographic
Arunachal Pradesh,Longding,2025-02,9,59,demographic
Arunachal Pradesh,Longding,2025-03,8,44,demographic
Arunachal Pradesh,Longding,2025-04,5,16,demographic
Arunachal Pradesh,Longding,2025-05,12,28,demographic
Arunachal Pradesh,Longding,2025-06,5,14,demographic
Arunachal Pradesh,Longding,2025-07,4,18,demographic
Arunachal Pradesh,Longding,2025-08,10,55,demographic
Arunachal Pradesh,Longding,2025-09,14,51,demographic
Arunachal Pradesh,Longding,2025-10,5,49,demographic
Arunachal Pradesh,Longding,2025-11,8,28,demographic
Arunachal Pradesh,Longding,2025-12,12,23,demographic
Arunachal Pradesh,Lower Dibang Valley,2025-01,38,253,demographic
Arunachal Pradesh,Lower Dibang Valley,2025-02,7,23,demographic
Arunachal Pradesh,Lower Dibang Valley,2025-03,10,24,demographic
Arunachal Pradesh,Lower Dibang Valley,2025-04,4,25,demographic
Arunachal Pradesh,Lower Dibang Valley,2025-05,4,6,demographic
Arunachal Pradesh,Lower Dibang Valley,2025-06,2,12,demographic
Arunachal Pradesh,Lower Dibang Valley,2025-07,2,10,demographic
Arunachal Pradesh,Lower Dibang Valley,2025-08,8,43,demographic
Arunachal Pradesh,Lower Dibang Valley,2025-09,1,14,demographic
Arunachal Pradesh,Lower Dibang Valley,2025-10,7,37,demographic
Arunachal Pradesh,Lower Dibang Valley,2025-11,3,14,demographic
Arunachal Pradesh,Lower Dibang Valley,2025-12,1,26,demographic
Arunachal Pradesh,Lower Siang,2025-01,13,39,demographic
Arunachal Pradesh,Lower Siang,2025-02,3,10,demographic
Arunachal Pradesh,Lower Siang,2025-03,1,5,demographic
Arunachal Pradesh,Lower Siang,2025-04,2,17,demographic
Arunachal Pradesh,Lower Siang,2025-05,1,7,demographic
Arunachal Pradesh,Lower Siang,2025-06,1,2,demographic
Arunachal Pradesh,Lower Siang,2025-07,0,2,demographic
Arunachal Pradesh,Lower Siang,2025-08,1,9,demographic
Arunachal Pradesh,Lower Siang,2025-09,2,2,demographic
Arunachal Pradesh,Lower Siang,2025-10,2,5,demographic
Arunachal Pradesh,Lower Siang,2025-11,2,11,demographic
Arunachal Pradesh,Lower Siang,2025-12,2,3,demographic
Arunachal Pradesh,Lower Subansiri,2025-01,46,308,demographic
Arunachal Pradesh,Lower Subansiri,2025-02,5,39,demographic
Arunachal Pradesh,Lower Subansiri,2025-03,6,45,demographic
Arunachal Pradesh,Lower Subansiri,2025-04,4,41,demographic
Arunachal Pradesh,Lower Subansiri,2025-05,5,12,demographic
Arunachal Pradesh,Lower Subansiri,2025-06,7,20,demographic
Arunachal Pradesh,Lower Subansiri,2025-07,1,2,demographic
Arunachal Pradesh,Lower Subansiri,2025-08,8,21,demographic
Arunachal Pradesh,Lower Subansiri,2025-09,6,20,demographic
Arunachal Pradesh,Lower Subansiri,2025-10,7,50,demographic
Arunachal Pradesh,Lower Subansiri,2025-11,3,32,demographic
Arunachal Pradesh,Lower Subansiri,2025-12,1,13,demographic
Arunachal Pradesh,Namsai,2025-01,55,604,demographic
Arunachal Pradesh,Namsai,2025-02,4,54,demographic
Arunachal Pradesh,Namsai,2025-03,9,43,demographic
Arunachal Pradesh,Namsai,2025-04,6,59,demographic
Arunachal Pradesh,Namsai,2025-05,4,18,demographic
Arunachal Pradesh,Namsai,2025-06,2,49,demographic
Arunachal Pradesh,Namsai,2025-07,1,25,demographic
Arunachal Pradesh,Namsai,2025-08,13,58,demographic
Arunachal Pradesh,Namsai,2025-09,7,33,demographic
Arunachal Pradesh,Namsai,2025-10,7,39,demographic
Arunachal Pradesh,Namsai,2025-11,11,58,demographic
Arunachal Pradesh,Namsai,2025-12,2,37,demographic
Arunachal Pradesh,Pakke Kessang,2025-02,3,4,demographic
Arunachal Pradesh,Pakke Kessang,2025-03,0,2,demographic
Arunachal Pradesh,Pakke Kessang,2025-04,1,1,demographic
Arunachal Pradesh,Pakke Kessang,2025-05,1,5,demographic
Arunachal Pradesh,Pakke Kessang,2025-06,0,3,demographic
Arunachal Pradesh,Pakke Kessang,2025-07,0,1,demographic
Arunachal Pradesh,Pakke Kessang,2025-08,1,3,demographic
Arunachal Pradesh,Pakke Kessang,2025-09,0,1,demographic
Arunachal Pradesh,Pakke Kessang,2025-10,1,0,demographic
Arunachal Pradesh,Pakke Kessang,2025-11,0,1,demographic
Arunachal Pradesh,Pakke Kessang,2025-12,0,1,demographic
Arunachal Pradesh,Papum Pare,2025-01,139,1017,demographic
Arunachal Pradesh,Papum Pare,2025-02,28,118,demographic
Arunachal Pradesh,Papum Pare,2025-03,26,130,demographic
Arunachal Pradesh,Papum Pare,2025-04,30,113,demographic
Arunachal Pradesh,Papum Pare,2025-05,3,67,demographic
Arunachal Pradesh,Papum Pare,2025-06,23,77,demographic
Arunachal Pradesh,Papum Pare,2025-07,13,48,demographic
Arunachal Pradesh,Papum Pare,2025-08,22,109,demographic
Arunachal Pradesh,Papum Pare,2025-09,22,79,demographic
Arunachal Pradesh,Papum Pare,2025-10,10,47,demographic
Arunachal Pradesh,Papum Pare,2025-11,19,68,demographic
Arunachal Pradesh,Papum Pare,2025-12,13,62,demographic
Arunachal Pradesh,Shi Yomi,2025-01,1,3,demographic
Arunachal Pradesh,Shi Yomi,2025-02,4,2,demographic
Arunachal Pradesh,Shi Yomi,2025-03,1,4,demographic
Arunachal Pradesh,Shi Yomi,2025-04,4,2,demographic
Arunachal Pradesh,Shi Yomi,2025-05,1,8,demographic
Arunachal Pradesh,Shi Yomi,2025-06,3,6,demographic
Arunachal Pradesh,Shi Yomi,2025-07,1,8,demographic
Arunachal Pradesh,Shi Yomi,2025-08,1,8,demographic
Arunachal Pradesh,Shi Yomi,2025-09,0,6,demographic
Arunachal Pradesh,Shi Yomi,2025-10,1,12,demographic
Arunachal Pradesh,Shi Yomi,2025-11,1,8,demographic
Arunachal Pradesh,Siang,2025-01,27,168,demographic
Arunachal Pradesh,Siang,2025-02,6,5,demographic
Arunachal Pradesh,Siang,2025-03,7,23,demographic
Arunachal Pradesh,Siang,2025-04,8,26,demographic
Arunachal Pradesh,Siang,2025-05,5,7,demographic
Arunachal Pradesh,Siang,2025-06,2,7,demographic
Arunachal Pradesh,Siang,2025-07,2,3,demographic
Arunachal Pradesh,Siang,2025-08,6,19,demographic
Arunachal Pradesh,Siang,2025-09,4,15,demographic
