state,district,month,bio_age_5_17,bio_age_17_,dataset
Andhra Pradesh,Nizamabad,2025-12,66,208,biometric
Andhra Pradesh,Palnadu,2025-01,4034,2712,biometric
Andhra Pradesh,Palnadu,2025-02,64,63,biometric
Andhra Pradesh,Palnadu,2025-03,66,65,biometric
Andhra Pradesh,Palnadu,2025-04,90,76,biometric
Andhra Pradesh,Palnadu,2025-05,58,36,biometric
Andhra Pradesh,Palnadu,2025-06,82,56,biometric
Andhra Pradesh,Palnadu,2025-07,39,21,biometric
Andhra Pradesh,Palnadu,2025-08,55,55,biometric
Andhra Pradesh,Palnadu,2025-09,41,41,biometric
Andhra Pradesh,Palnadu,2025-10,65,47,biometric
Andhra Pradesh,Palnadu,2025-11,66,52,biometric
Andhra Pradesh,Palnadu,2025-12,78,69,biometric
Andhra Pradesh,Parvathipuram Manyam,2025-01,3773,3620,biometric
Andhra Pradesh,Parvathipuram Manyam,2025-02,49,71,biometric
Andhra Pradesh,Parvathipuram Manyam,2025-03,43,77,biometric
Andhra Pradesh,Parvathipuram Manyam,2025-04,50,106,biometric
Andhra Pradesh,Parvathipuram Manyam,2025-05,28,57,biometric
Andhra Pradesh,Parvathipuram Manyam,2025-06,35,56,biometric
Andhra Pradesh,Parvathipuram Manyam,2025-07,15,19,biometric
Andhra Pradesh,Parvathipuram Manyam,2025-08,50,66,biometric
Andhra Pradesh,Parvathipuram Manyam,2025-09,38,72,biometric
Andhra Pradesh,Parvathipuram Manyam,2025-10,55,50,biometric
Andhra Pradesh,Parvathipuram Manyam,2025-11,49,84,biometric
Andhra Pradesh,Parvathipuram Manyam,2025-12,44,92,biometric
Andhra Pradesh,Prakasam,2025-01,98658,45198,biometric
Andhra Pradesh,Prakasam,2025-02,1570,1242,biometric
Andhra Pradesh,Prakasam,2025-03,1225,1383,biometric
Andhra Pradesh,Prakasam,2025-04,1887,1872,biometric
Andhra Pradesh,Prakasam,2025-05,1117,940,biometric
Andhra Pradesh,Prakasam,2025-06,1364,1220,biometric
Andhra Pradesh,Prakasam,2025-07,863,515,biometric
Andhra Pradesh,Prakasam,2025-08,1299,1115,biometric
Andhra Pradesh,Prakasam,2025-09,994,1074,biometric
Andhra Pradesh,Prakasam,2025-10,1244,1174,biometric
Andhra Pradesh,Prakasam,2025-11,1271,1106,biometric
Andhra Pradesh,Prakasam,2025-12,1483,1542,biometric
Andhra Pradesh,Rangareddi,2025-01,6711,25224,biometric
Andhra Pradesh,Rangareddi,2025-02,251,665,biometric
Andhra Pradesh,Rangareddi,2025-03,267,668,biometric
Andhra Pradesh,Rangareddi,2025-04,322,896,biometric
Andhra Pradesh,Rangareddi,2025-05,124,354,biometric
Andhra Pradesh,Rangareddi,2025-06,230,494,biometric
Andhra Pradesh,Rangareddi,2025-07,157,287,biometric
Andhra Pradesh,Rangareddi,2025-08,283,619,biometric
Andhra Pradesh,Rangareddi,2025-09,186,685,biometric
Andhra Pradesh,Rangareddi,2025-10,220,611,biometric
Andhra Pradesh,Rangareddi,2025-11,276,710,biometric
Andhra Pradesh,Rangareddi,2025-12,273,772,biometric
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-01,3758,2276,biometric
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-02,103,56,biometric
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-03,72,47,biometric
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-04,103,68,biometric
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-05,59,30,biometric
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-06,81,60,biometric
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-07,43,21,biometric
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-08,76,37,biometric
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-09,52,53,biometric
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-10,93,46,biometric
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-11,83,45,biometric
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-12,106,52,biometric
Andhra Pradesh,Sri Sathya Sai,2025-01,3828,2668,biometric
Andhra Pradesh,Sri Sathya Sai,2025-02,55,93,biometric
Andhra Pradesh,Sri Sathya Sai,2025-03,81,83,biometric
Andhra Pradesh,Sri Sathya Sai,2025-04,70,113,biometric
Andhra Pradesh,Sri Sathya Sai,2025-05,56,71,biometric
Andhra Pradesh,Sri Sathya Sai,2025-06,56,80,biometric
Andhra Pradesh,Sri Sathya Sai,2025-07,40,39,biometric
Andhra Pradesh,Sri Sathya Sai,2025-08,60,73,biometric
Andhra Pradesh,Sri Sathya Sai,2025-09,30,72,biometric
Andhra Pradesh,Sri Sathya Sai,2025-10,52,67,biometric
Andhra Pradesh,Sri Sathya Sai,2025-11,50,93,biometric
Andhra Pradesh,Sri Sathya Sai,2025-12,65,114,biometric
Andhra Pradesh,Srikakulam,2025-01,91620,41356,biometric
Andhra Pradesh,Srikakulam,2025-02,1209,1057,biometric
Andhra Pradesh,Srikakulam,2025-03,1061,1044,biometric
Andhra Pradesh,Srikakulam,2025-04,1445,1368,biometric
Andhra Pradesh,Srikakulam,2025-05,858,744,biometric
Andhra Pradesh,Srikakulam,2025-06,1003,1010,biometric
Andhra Pradesh,Srikakulam,2025-07,633,392,biometric
Andhra Pradesh,Srikakulam,2025-08,926,866,biometric
Andhra Pradesh,Srikakulam,2025-09,748,976,biometric
Andhra Pradesh,Srikakulam,2025-10,815,985,biometric
Andhra Pradesh,Srikakulam,2025-11,903,1055,biometric
Andhra Pradesh,Srikakulam,2025-12,929,1173,biometric
Andhra Pradesh,Tirupati,2025-01,3348,3142,biometric
Andhra Pradesh,Tirupati,2025-02,76,61,biometric
Andhra Pradesh,Tirupati,2025-03,71,44,biometric
Andhra Pradesh,Tirupati,2025-04,106,88,biometric
Andhra Pradesh,Tirupati,2025-05,50,55,biometric
Andhra Pradesh,Tirupati,2025-06,64,71,biometric
Andhra Pradesh,Tirupati,2025-07,61,26,biometric
Andhra Pradesh,Tirupati,2025-08,73,65,biometric
Andhra Pradesh,Tirupati,2025-09,55,59,biometric
Andhra Pradesh,Tirupati,2025-10,65,65,biometric
Andhra Pradesh,Tirupati,2025-11,70,68,biometric
Andhra Pradesh,Tirupati,2025-12,74,95,biometric
Andhra Pradesh,Visakhapatnam,2025-01,138692,74950,biometric
Andhra Pradesh,Visakhapatnam,2025-02,2298,1582,biometric
Andhra Pradesh,Visakhapatnam,2025-03,1717,1597,biometric
Andhra Pradesh,Visakhapatnam,2025-04,2475,2341,biometric
Andhra Pradesh,Visakhapatnam,2025-05,1897,1486,biometric
Andhra Pradesh,Visakhapatnam,2025-06,2304,1784,biometric
Andhra Pradesh,Visakhapatnam,2025-07,1298,726,biometric
Andhra Pradesh,Visakhapatnam,2025-08,2100,1642,biometric
Andhra Pradesh,Visakhapatnam,2025-09,1541,1436,biometric
Andhra Pradesh,Visakhapatnam,2025-10,1755,1641,biometric
Andhra Pradesh,Visakhapatnam,2025-11,1894,1665,biometric
Andhra Pradesh,Visakhapatnam,2025-12,2013,1882,biometric
Andhra Pradesh,Vizianagaram,2025-01,70357,34547,biometric
Andhra Pradesh,Vizianagaram,2025-02,1057,956,biometric
Andhra Pradesh,Vizianagaram,2025-03,866,916,biometric
Andhra Pradesh,Vizianagaram,2025-04,1225,1283,biometric
Andhra Pradesh,Vizianagaram,2025-05,674,607,biometric
Andhra Pradesh,Vizianagaram,2025-06,1051,986,biometric
Andhra Pradesh,Vizianagaram,2025-07,480,340,biometric
Andhra Pradesh,Vizianagaram,2025-08,948,891,biometric
Andhra Pradesh,Vizianagaram,2025-09,656,899,biometric
Andhra Pradesh,Vizianagaram,2025-10,913,876,biometric
Andhra Pradesh,Vizianagaram,2025-11,1121,979,biometric
Andhra Pradesh,Vizianagaram,2025-12,1343,1145,biometric
Andhra Pradesh,Warangal,2025-01,7104,21265,biometric
Andhra Pradesh,Warangal,2025-02,238,622,biometric
Andhra Pradesh,Warangal,2025-03,246,711,biometric
Andhra Pradesh,Warangal,2025-04,382,949,biometric
Andhra Pradesh,Warangal,2025-05,156,408,biometric
Andhra Pradesh,Warangal,2025-06,229,622,biometric
Andhra Pradesh,Warangal,2025-07,110,330,biometric
Andhra Pradesh,Warangal,2025-08,236,558,biometric
Andhra Pradesh,Warangal,2025-09,206,599,biometric
Andhra Pradesh,Warangal,2025-10,276,601,biometric
Andhra Pradesh,Warangal,2025-11,269,643,biometric
Andhra Pradesh,Warangal,2025-12,241,897,biometric
Andhra Pradesh,West Godavari,2025-01,94070,50342,biometric
Andhra Pradesh,West Godavari,2025-02,1400,1156,biometric
Andhra Pradesh,West Godavari,2025-03,1328,1187,biometric
Andhra Pradesh,West Godavari,2025-04,1913,1637,biometric
Andhra Pradesh,West Godavari,2025-05,1209,891,biometric
Andhra Pradesh,West Godavari,2025-06,1628,1307,biometric
Andhra Pradesh,West Godavari,2025-07,868,484,biometric
Andhra Pradesh,West Godavari,2025-08,1369,1154,biometric
Andhra Pradesh,West Godavari,2025-09,1063,1169,biometric
Andhra Pradesh,West Godavari,2025-10,1190,1121,biometric
Andhra Pradesh,West Godavari,2025-11,1425,1321,biometric
Andhra Pradesh,West Godavari,2025-12,1508,1534,biometric
Andhra Pradesh,Y. S. R,2025-01,3110,2124,biometric
Andhra Pradesh,Y. S. R,2025-02,100,65,biometric
Andhra Pradesh,Y. S. R,2025-03,77,56,biometric
Andhra Pradesh,Y. S. R,2025-04,85,71,biometric
Andhra Pradesh,Y. S. R,2025-05,59,43,biometric
Andhra Pradesh,Y. S. R,2025-06,91,79,biometric
Andhra Pradesh,Y. S. R,2025-07,40,30,biometric
Andhra Pradesh,Y. S. R,2025-08,58,58,biometric
Andhra Pradesh,Y. S. R,2025-09,49,50,biometric
Andhra Pradesh,Y. S. R,2025-10,39,50,biometric
Andhra Pradesh,Y. S. R,2025-11,55,64,biometric
Andhra Pradesh,Y. S. R,2025-12,85,58,biometric
Arunachal Pradesh,Anjaw,2025-01,332,374,biometric
Arunachal Pradesh,Anjaw,2025-02,20,3,biometric
Arunachal Pradesh,Anjaw,2025-03,17,7,biometric
Arunachal Pradesh,Anjaw,2025-04,14,5,biometric
Arunachal Pradesh,Anjaw,2025-05,10,8,biometric
Arunachal Pradesh,Anjaw,2025-06,16,4,biometric
Arunachal Pradesh,Anjaw,2025-07,2,0,biometric
Arunachal Pradesh,Anjaw,2025-08,51,3,biometric
Arunachal Pradesh,Anjaw,2025-09,12,4,biometric
Arunachal Pradesh,Anjaw,2025-10,28,3,biometric
Arunachal Pradesh,Anjaw,2025-11,32,10,biometric
Arunachal Pradesh,Anjaw,2025-12,8,3,biometric
Arunachal Pradesh,Changlang,2025-01,2388,1620,biometric
Arunachal Pradesh,Changlang,2025-02,251,57,biometric
Arunachal Pradesh,Changlang,2025-03,278,66,biometric
Arunachal Pradesh,Changlang,2025-04,254,88,biometric
Arunachal Pradesh,Changlang,2025-05,151,48,biometric
Arunachal Pradesh,Changlang,2025-06,142,28,biometric
Arunachal Pradesh,Changlang,2025-07,152,22,biometric
Arunachal Pradesh,Changlang,2025-08,172,79,biometric
Arunachal Pradesh,Changlang,2025-09,171,33,biometric
Arunachal Pradesh,Changlang,2025-10,103,46,biometric
Arunachal Pradesh,Changlang,2025-11,115,47,biometric
Arunachal Pradesh,Changlang,2025-12,175,49,biometric
Arunachal Pradesh,Dibang Valley,2025-01,95,111,biometric
Arunachal Pradesh,Dibang Valley,2025-02,0,1,biometric
Arunachal Pradesh,Dibang Valley,2025-03,4,1,biometric
Arunachal Pradesh,Dibang Valley,2025-04,8,3,biometric
Arunachal Pradesh,Dibang Valley,2025-05,2,1,biometric
Arunachal Pradesh,Dibang Valley,2025-06,2,8,biometric
Arunachal Pradesh,Dibang Valley,2025-07,1,3,biometric
Arunachal Pradesh,Dibang Valley,2025-08,13,5,biometric
Arunachal Pradesh,Dibang Valley,2025-09,8,3,biometric
Arunachal Pradesh,Dibang Valley,2025-10,25,1,biometric
Arunachal Pradesh,Dibang Valley,2025-11,16,6,biometric
Arunachal Pradesh,Dibang Valley,2025-12,36,0,biometric
Arunachal Pradesh,East Kameng,2025-01,1274,1041,biometric
Arunachal Pradesh,East Kameng,2025-02,16,16,biometric
Arunachal Pradesh,East Kameng,2025-03,24,15,biometric
Arunachal Pradesh,East Kameng,2025-04,104,42,biometric
Arunachal Pradesh,East Kameng,2025-05,104,20,biometric
Arunachal Pradesh,East Kameng,2025-06,65,19,biometric
Arunachal Pradesh,East Kameng,2025-07,61,11,biometric
Arunachal Pradesh,East Kameng,2025-08,123,20,biometric
Arunachal Pradesh,East Kameng,2025-09,51,9,biometric
Arunachal Pradesh,East Kameng,2025-10,65,24,biometric
Arunachal Pradesh,East Kameng,2025-11,77,19,biometric
Arunachal Pradesh,East Kameng,2025-12,43,22,biometric
Arunachal Pradesh,East Siang,2025-01,833,670,biometric
Arunachal Pradesh,East Siang,2025-02,74,11,biometric
Arunachal Pradesh,East Siang,2025-03,63,14,biometric
Arunachal Pradesh,East Siang,2025-04,102,19,biometric
Arunachal Pradesh,East Siang,2025-05,44,11,biometric
Arunachal Pradesh,East Siang,2025-06,51,11,biometric
Arunachal Pradesh,East Siang,2025-07,37,10,biometric
Arunachal Pradesh,East Siang,2025-08,49,17,biometric
Arunachal Pradesh,East Siang,2025-09,55,15,biometric
Arunachal Pradesh,East Siang,2025-10,59,21,biometric
Arunachal Pradesh,East Siang,2025-11,49,15,biometric
Arunachal Pradesh,East Siang,2025-12,74,21,biometric
Arunachal Pradesh,Kamle,2025-01,38,58,biometric
Arunachal Pradesh,Kamle,2025-02,0,2,biometric
Arunachal Pradesh,Kamle,2025-03,1,3,biometric
Arunachal Pradesh,Kamle,2025-04,3,0,biometric
Arunachal Pradesh,Kamle,2025-05,1,2,biometric
Arunachal Pradesh,Kamle,2025-06,1,1,biometric
Arunachal Pradesh,Kamle,2025-07,0,3,biometric
Arunachal Pradesh,Kamle,2025-08,1,1,biometric
Arunachal Pradesh,Kamle,2025-09,1,0,biometric
Arunachal Pradesh,Kamle,2025-10,0,1,biometric
Arunachal Pradesh,Kamle,2025-11,1,1,biometric
Arunachal Pradesh,Kamle,2025-12,0,1,biometric
Arunachal Pradesh,Kra Daadi,2025-01,492,422,biometric
Arunachal Pradesh,Kra Daadi,2025-02,9,5,biometric
Arunachal Pradesh,Kra Daadi,2025-03,14,6,biometric
Arunachal Pradesh,Kra Daadi,2025-04,14,5,biometric
Arunachal Pradesh,Kra Daadi,2025-05,8,3,biometric
Arunachal Pradesh,Kra Daadi,2025-06,2,3,biometric
Arunachal Pradesh,Kra Daadi,2025-07,5,2,biometric
Arunachal Pradesh,Kra Daadi,2025-08,13,8,biometric
Arunachal Pradesh,Kra Daadi,2025-09,6,3,biometric
Arunachal Pradesh,Kra Daadi,2025-10,8,3,biometric
Arunachal Pradesh,Kra Daadi,2025-11,11,4,biometric
Arunachal Pradesh,Kra Daadi,2025-12,8,3,biometric
Arunachal Pradesh,Kurung Kumey,2025-01,621,1842,biometric
Arunachal Pradesh,Kurung Kumey,2025-02,6,10,biometric
Arunachal Pradesh,Kurung Kumey,2025-03,13,18,biometric
Arunachal Pradesh,Kurung Kumey,2025-04,16,7,biometric
Arunachal Pradesh,Kurung Kumey,2025-05,11,4,biometric
Arunachal Pradesh,Kurung Kumey,2025-06,8,5,biometric
Arunachal Pradesh,Kurung Kumey,2025-07,24,4,biometric
Arunachal Pradesh,Kurung Kumey,2025-08,47,23,biometric
Arunachal Pradesh,Kurung Kumey,2025-09,11,17,biometric
Arunachal Pradesh,Kurung Kumey,2025-10,33,15,biometric
Arunachal Pradesh,Kurung Kumey,2025-11,38,11,biometric
Arunachal Pradesh,Kurung Kumey,2025-12,61,3,biometric
Arunachal Pradesh,Leparada,2025-01,1,0,biometric
Arunachal Pradesh,Leparada,2025-03,1,0,biometric
Arunachal Pradesh,Leparada,2025-04,1,0,biometric
Arunachal Pradesh,Leparada,2025-05,4,0,biometric
Arunachal Pradesh,Leparada,2025-08,2,0,biometric
Arunachal Pradesh,Leparada,2025-09,2,0,biometric
Arunachal Pradesh,Leparada,2025-11,0,1,biometric
Arunachal Pradesh,Leparada,2025-12,2,0,biometric
Arunachal Pradesh,Lohit,2025-01,700,1469,biometric
Arunachal Pradesh,Lohit,2025-02,75,20,biometric
Arunachal Pradesh,Lohit,2025-03,68,25,biometric
Arunachal Pradesh,Lohit,2025-04,74,35,biometric
Arunachal Pradesh,Lohit,2025-05,30,21,biometric
Arunachal Pradesh,Lohit,2025-06,79,12,biometric
Arunachal Pradesh,Lohit,2025-07,31,15,biometric
Arunachal Pradesh,Lohit,2025-08,50,29,biometric
Arunachal Pradesh,Lohit,2025-09,29,28,biometric
Arunachal Pradesh,Lohit,2025-10,37,19,biometric
Arunachal Pradesh,Lohit,2025-11,35,27,biometric
Arunachal Pradesh,Lohit,2025-12,63,33,biometric
Arunachal Pradesh,Longding,2025-01,929,705,biometric
Arunachal Pradesh,Longding,2025-02,21,16,biometric
Arunachal Pradesh,Longding,2025-03,39,16,biometric
Arunachal Pradesh,Longding,2025-04,44,21,biometric
Arunachal Pradesh,Longding,2025-05,26,10,biometric
Arunachal Pradesh,Longding,2025-06,10,11,biometric
Arunachal Pradesh,Longding,2025-07,27,6,biometric
Arunachal Pradesh,Longding,2025-08,10,16,biometric
Arunachal Pradesh,Longding,2025-09,19,16,biometric
Arunachal Pradesh,Longding,2025-10,16,8,biometric
Arunachal Pradesh,Longding,2025-11,31,11,biometric
Arunachal Pradesh,Longding,2025-12,30,7,biometric
Arunachal Pradesh,Lower Dibang Valley,2025-01,560,551,biometric
Arunachal Pradesh,Lower Dibang Valley,2025-02,12,10,biometric
Arunachal Pradesh,Lower Dibang Valley,2025-03,31,16,biometric
Arunachal Pradesh,Lower Dibang Valley,2025-04,54,15,biometric
Arunachal Pradesh,Lower Dibang Valley,2025-05,15,10,biometric
Arunachal Pradesh,Lower Dibang Valley,2025-06,10,10,biometric
Arunachal Pradesh,Lower Dibang Valley,2025-07,21,5,biometric
Arunachal Pradesh,Lower Dibang Valley,2025-08,20,6,biometric
Arunachal Pradesh,Lower Dibang Valley,2025-09,9,21,biometric
Arunachal Pradesh,Lower Dibang Valley,2025-10,31,14,biometric
Arunachal Pradesh,Lower Dibang Valley,2025-11,10,13,biometric
Arunachal Pradesh,Lower Dibang Valley,2025-12,39,19,biometric
Arunachal Pradesh,Lower Siang,2025-01,50,23,biometric
Arunachal Pradesh,Lower Siang,2025-02,2,1,biometric
Arunachal Pradesh,Lower Siang,2025-03,9,0,biometric
Arunachal Pradesh,Lower Siang,2025-04,39,2,biometric
Arunachal Pradesh,Lower Siang,2025-05,25,2,biometric
Arunachal Pradesh,Lower Siang,2025-06,19,0,biometric
Arunachal Pradesh,Lower Siang,2025-07,4,1,biometric
Arunachal Pradesh,Lower Siang,2025-08,6,3,biometric
Arunachal Pradesh,Lower Siang,2025-09,3,1,biometric
Arunachal Pradesh,Lower Siang,2025-10,10,1,biometric
Arunachal Pradesh,Lower Siang,2025-11,9,3,biometric
Arunachal Pradesh,Lower Siang,2025-12,18,1,biometric
Arunachal Pradesh,Lower Subansiri,2025-01,860,822,biometric
Arunachal Pradesh,Lower Subansiri,2025-02,19,14,biometric
Arunachal Pradesh,Lower Subansiri,2025-03,28,14,biometric
Arunachal Pradesh,Lower Subansiri,2025-04,29,18,biometric
Arunachal Pradesh,Lower Subansiri,2025-05,21,13,biometric
Arunachal Pradesh,Lower Subansiri,2025-06,3,5,biometric
Arunachal Pradesh,Lower Subansiri,2025-07,5,7,biometric
Arunachal Pradesh,Lower Subansiri,2025-08,10,10,biometric
Arunachal Pradesh,Lower Subansiri,2025-09,18,12,biometric
Arunachal Pradesh,Lower Subansiri,2025-10,50,15,biometric
Arunachal Pradesh,Lower Subansiri,2025-11,34,21,biometric
Arunachal Pradesh,Lower Subansiri,2025-12,29,10,biometric
Arunachal Pradesh,Namsai,2025-01,1796,1866,biometric
Arunachal Pradesh,Namsai,2025-02,111,14,biometric
Arunachal Pradesh,Namsai,2025-03,85,24,biometric
Arunachal Pradesh,Namsai,2025-04,167,26,biometric
Arunachal Pradesh,Namsai,2025-05,92,12,biometric
Arunachal Pradesh,Namsai,2025-06,79,9,biometric
Arunachal Pradesh,Namsai,2025-07,107,15,biometric
Arunachal Pradesh,Namsai,2025-08,55,23,biometric
Arunachal Pradesh,Namsai,2025-09,74,21,biometric
Arunachal Pradesh,Namsai,2025-10,86,38,biometric
Arunachal Pradesh,Namsai,2025-11,87,22,biometric
Arunachal Pradesh,Namsai,2025-12,130,28,biometric
Arunachal Pradesh,Pakke Kessang,2025-01,12,6,biometric
Arunachal Pradesh,Pakke Kessang,2025-02,1,2,biometric
Arunachal Pradesh,Pakke Kessang,2025-03,0,1,biometric
Arunachal Pradesh,Pakke Kessang,2025-04,1,2,biometric
Arunachal Pradesh,Pakke Kessang,2025-05,0,3,biometric
Arunachal Pradesh,Pakke Kessang,2025-06,0,2,biometric
Arunachal Pradesh,Pakke Kessang,2025-08,0,1,biometric
Arunachal Pradesh,Pakke Kessang,2025-09,0,1,biometric
Arunachal Pradesh,Pakke Kessang,2025-10,0,1,biometric
Arunachal Pradesh,Pakke Kessang,2025-11,2,2,biometric
Arunachal Pradesh,Pakke Kessang,2025-12,2,1,biometric
Arunachal Pradesh,Papum Pare,2025-01,2479,3241,biometric
Arunachal Pradesh,Papum Pare,2025-02,73,35,biometric
Arunachal Pradesh,Papum Pare,2025-03,145,48,biometric
Arunachal Pradesh,Papum Pare,2025-04,175,43,biometric
Arunachal Pradesh,Papum Pare,2025-05,68,38,biometric
Arunachal Pradesh,Papum Pare,2025-06,64,29,biometric
Arunachal Pradesh,Papum Pare,2025-07,47,34,biometric
Arunachal Pradesh,Papum Pare,2025-08,59,42,biometric
Arunachal Pradesh,Papum Pare,2025-09,66,38,biometric
Arunachal Pradesh,Papum Pare,2025-10,94,47,biometric
Arunachal Pradesh,Papum Pare,2025-11,92,58,biometric
Arunachal Pradesh,Papum Pare,2025-12,94,62,biometric
Arunachal Pradesh,Shi Yomi,2025-01,90,94,biometric
Arunachal Pradesh,Shi Yomi,2025-02,2,5,biometric
Arunachal Pradesh,Shi Yomi,2025-03,2,8,biometric
Arunachal Pradesh,Shi Yomi,2025-04,6,8,biometric
Arunachal Pradesh,Shi Yomi,2025-05,0,4,biometric
Arunachal Pradesh,Shi Yomi,2025-06,10,13,biometric
Arunachal Pradesh,Shi Yomi,2025-07,1,3,biometric
Arunachal Pradesh,Shi Yomi,2025-08,5,16,biometric
Arunachal Pradesh,Shi Yomi,2025-09,2,9,biometric
Arunachal Pradesh,Shi Yomi,2025-10,4,13,biometric
Arunachal Pradesh,Shi Yomi,2025-11,12,25,biometric
Arunachal Pradesh,Shi Yomi,2025-12,12,18,biometric
Arunachal Pradesh,Siang,2025-01,403,322,biometric
Arunachal Pradesh,Siang,2025-02,34,5,biometric
Arunachal Pradesh,Siang,2025-03,18,5,biometric
Arunachal Pradesh,Siang,2025-04,17,2,biometric
Arunachal Pradesh,Siang,2025-05,12,0,biometric
Arunachal Pradesh,Siang,2025-06,19,3,biometric
Arunachal Pradesh,Siang,2025-07,10,0,biometric
Arunachal Pradesh,Siang,2025-08,26,3,biometric
Arunachal Pradesh,Siang,2025-09,13,3,biometric
Arunachal Pradesh,Siang,2025-10,15,4,biometric
Arunachal Pradesh,Siang,2025-11,20,3,biometric
Arunachal Pradesh,Siang,2025-12,17,4,biometric
Arunachal Pradesh,Tawang,2025-01,654,438,biometric
Arunachal Pradesh,Tawang,2025-02,14,7,biometric
Arunachal Pradesh,Tawang,2025-03,42,11,biometric
Arunachal Pradesh,Tawang,2025-04,27,6,biometric
Arunachal Pradesh,Tawang,2025-05,12,3,biometric
Arunachal Pradesh,Tawang,2025-06,32,2,biometric
Arunachal Pradesh,Tawang,2025-07,31,2,biometric
Arunachal Pradesh,Tawang,2025-08,79,1,biometric
Arunachal Pradesh,Tawang,2025-09,23,10,biometric
Arunachal Pradesh,Tawang,2025-10,20,2,biometric
Arunachal Pradesh,Tawang,2025-11,67,5,biometric
Arunachal Pradesh,Tawang,2025-12,105,9,biometric
Arunachal Pradesh,Tirap,2025-01,474,341,biometric
Arunachal Pradesh,Tirap,2025-02,9,5,biometric
Arunachal Pradesh,Tirap,2025-03,29,6,biometric
Arunachal Pradesh,Tirap,2025-04,30,9,biometric
Arunachal Pradesh,Tirap,2025-05,40,3,biometric
Arunachal Pradesh,Tirap,2025-06,21,6,biometric
Arunachal Pradesh,Tirap,2025-07,10,4,biometric
Arunachal Pradesh,Tirap,2025-08,26,10,biometric
Arunachal Pradesh,Tirap,2025-09,11,13,biometric
Arunachal Pradesh,Tirap,2025-10,16,3,biometric
