state,district,month,bio_age_5_17,bio_age_17_
Andhra Pradesh,Sri Sathya Sai,2025-02,55,93
Andhra Pradesh,Sri Sathya Sai,2025-03,81,83
Andhra Pradesh,Sri Sathya Sai,2025-04,70,113
Andhra Pradesh,Sri Sathya Sai,2025-05,56,71
Andhra Pradesh,Sri Sathya Sai,2025-06,56,80
Andhra Pradesh,Sri Sathya Sai,2025-07,40,39
Andhra Pradesh,Sri Sathya Sai,2025-08,60,73
Andhra Pradesh,Sri Sathya Sai,2025-09,30,72
Andhra Pradesh,Sri Sathya Sai,2025-10,52,67
Andhra Pradesh,Sri Sathya Sai,2025-11,50,93
Andhra Pradesh,Sri Sathya Sai,2025-12,65,114
Andhra Pradesh,Srikakulam,2025-01,91620,41356
Andhra Pradesh,Srikakulam,2025-02,1209,1057
Andhra Pradesh,Srikakulam,2025-03,1061,1044
Andhra Pradesh,Srikakulam,2025-04,1445,1368
Andhra Pradesh,Srikakulam,2025-05,858,744
Andhra Pradesh,Srikakulam,2025-06,1003,1010
Andhra Pradesh,Srikakulam,2025-07,633,392
Andhra Pradesh,Srikakulam,2025-08,926,866
Andhra Pradesh,Srikakulam,2025-09,748,976
Andhra Pradesh,Srikakulam,2025-10,815,985
Andhra Pradesh,Srikakulam,2025-11,903,1055
Andhra Pradesh,Srikakulam,2025-12,929,1173
Andhra Pradesh,Tirupati,2025-01,3348,3142
Andhra Pradesh,Tirupati,2025-02,76,61
Andhra Pradesh,Tirupati,2025-03,71,44
Andhra Pradesh,Tirupati,2025-04,106,88
Andhra Pradesh,Tirupati,2025-05,50,55
Andhra Pradesh,Tirupati,2025-06,64,71
Andhra Pradesh,Tirupati,2025-07,61,26
Andhra Pradesh,Tirupati,2025-08,73,65
Andhra Pradesh,Tirupati,2025-09,55,59
Andhra Pradesh,Tirupati,2025-10,65,65
Andhra Pradesh,Tirupati,2025-11,70,68
Andhra Pradesh,Tirupati,2025-12,74,95
Andhra Pradesh,Visakhapatnam,2025-01,138692,74950
Andhra Pradesh,Visakhapatnam,2025-02,2298,1582
Andhra Pradesh,Visakhapatnam,2025-03,1717,1597
Andhra Pradesh,Visakhapatnam,2025-04,2475,2341
Andhra Pradesh,Visakhapatnam,2025-05,1897,1486
Andhra Pradesh,Visakhapatnam,2025-06,2304,1784
Andhra Pradesh,Visakhapatnam,2025-07,1298,726
Andhra Pradesh,Visakhapatnam,2025-08,2100,1642
Andhra Pradesh,Visakhapatnam,2025-09,1541,1436
Andhra Pradesh,Visakhapatnam,2025-10,1755,1641
Andhra Pradesh,Visakhapatnam,2025-11,1894,1665
Andhra Pradesh,Visakhapatnam,2025-12,2013,1882
Andhra Pradesh,Vizianagaram,2025-01,70357,34547
Andhra Pradesh,Vizianagaram,2025-02,1057,956
Andhra Pradesh,Vizianagaram,2025-03,866,916
Andhra Pradesh,Vizianagaram,2025-04,1225,1283
Andhra Pradesh,Vizianagaram,2025-05,674,607
Andhra Pradesh,Vizianagaram,2025-06,1051,986
Andhra Pradesh,Vizianagaram,2025-07,480,340
Andhra Pradesh,Vizianagaram,2025-08,948,891
Andhra Pradesh,Vizianagaram,2025-09,656,899
Andhra Pradesh,Vizianagaram,2025-10,913,876
Andhra Pradesh,Vizianagaram,2025-11,1121,979
Andhra Pradesh,Vizianagaram,2025-12,1343,1145
Andhra Pradesh,Warangal,2025-01,7104,21265
Andhra Pradesh,Warangal,2025-02,238,622
Andhra Pradesh,Warangal,2025-03,246,711
Andhra Pradesh,Warangal,2025-04,382,949
Andhra Pradesh,Warangal,2025-05,156,408
Andhra Pradesh,Warangal,2025-06,229,622
Andhra Pradesh,Warangal,2025-07,110,330
Andhra Pradesh,Warangal,2025-08,236,558
Andhra Pradesh,Warangal,2025-09,206,599
Andhra Pradesh,Warangal,2025-10,276,601
Andhra Pradesh,Warangal,2025-11,269,643
Andhra Pradesh,Warangal,2025-12,241,897
Andhra Pradesh,West Godavari,2025-01,94070,50342
Andhra Pradesh,West Godavari,2025-02,1400,1156
Andhra Pradesh,West Godavari,2025-03,1328,1187
Andhra Pradesh,West Godavari,2025-04,1913,1637
Andhra Pradesh,West Godavari,2025-05,1209,891
Andhra Pradesh,West Godavari,2025-06,1628,1307
Andhra Pradesh,West Godavari,2025-07,868,484
Andhra Pradesh,West Godavari,2025-08,1369,1154
Andhra Pradesh,West Godavari,2025-09,1063,1169
Andhra Pradesh,West Godavari,2025-10,1190,1121
Andhra Pradesh,West Godavari,2025-11,1425,1321
Andhra Pradesh,West Godavari,2025-12,1508,1534
Andhra Pradesh,Y. S. R,2025-01,3110,2124
Andhra Pradesh,Y. S. R,2025-02,100,65
Andhra Pradesh,Y. S. R,2025-03,77,56
Andhra Pradesh,Y. S. R,2025-04,85,71
Andhra Pradesh,Y. S. R,2025-05,59,43
Andhra Pradesh,Y. S. R,2025-06,91,79
Andhra Pradesh,Y. S. R,2025-07,40,30
Andhra Pradesh,Y. S. R,2025-08,58,58
Andhra Pradesh,Y. S. R,2025-09,49,50
Andhra Pradesh,Y. S. R,2025-10,39,50
Andhra Pradesh,Y. S. R,2025-11,55,64
Andhra Pradesh,Y. S. R,2025-12,85,58
Arunachal Pradesh,Anjaw,2025-01,332,374
Arunachal Pradesh,Anjaw,2025-02,20,3
Arunachal Pradesh,Anjaw,2025-03,17,7
Arunachal Pradesh,Anjaw,2025-04,14,5
Arunachal Pradesh,Anjaw,2025-05,10,8
Arunachal Pradesh,Anjaw,2025-06,16,4
Arunachal Pradesh,Anjaw,2025-07,2,0
Arunachal Pradesh,Anjaw,2025-08,51,3
Arunachal Pradesh,Anjaw,2025-09,12,4
Arunachal Pradesh,Anjaw,2025-10,28,3
Arunachal Pradesh,Anjaw,2025-11,32,10
Arunachal Pradesh,Anjaw,2025-12,8,3
Arunachal Pradesh,Changlang,2025-01,2388,1620
Arunachal Pradesh,Changlang,2025-02,251,57
Arunachal Pradesh,Changlang,2025-03,278,66
Arunachal Pradesh,Changlang,2025-04,254,88
Arunachal Pradesh,Changlang,2025-05,151,48
Arunachal Pradesh,Changlang,2025-06,142,28
Arunachal Pradesh,Changlang,2025-07,152,22
Arunachal Pradesh,Changlang,2025-08,172,79
Arunachal Pradesh,Changlang,2025-09,171,33
Arunachal Pradesh,Changlang,2025-10,103,46
Arunachal Pradesh,Changlang,2025-11,115,47
Arunachal Pradesh,Changlang,2025-12,175,49
Arunachal Pradesh,Dibang Valley,2025-01,95,111
Arunachal Pradesh,Dibang Valley,2025-02,0,1
Arunachal Pradesh,Dibang Valley,2025-03,4,1
Arunachal Pradesh,Dibang Valley,2025-04,8,3
Arunachal Pradesh,Dibang Valley,2025-05,2,1
Arunachal Pradesh,Dibang Valley,2025-06,2,8
Arunachal Pradesh,Dibang Valley,2025-07,1,3
Arunachal Pradesh,Dibang Valley,2025-08,13,5
Arunachal Pradesh,Dibang Valley,2025-09,8,3
Arunachal Pradesh,Dibang Valley,2025-10,25,1
Arunachal Pradesh,Dibang Valley,2025-11,16,6
Arunachal Pradesh,Dibang Valley,2025-12,36,0
Arunachal Pradesh,East Kameng,2025-01,1274,1041
Arunachal Pradesh,East Kameng,2025-02,16,16
Arunachal Pradesh,East Kameng,2025-03,24,15
Arunachal Pradesh,East Kameng,2025-04,104,42
Arunachal Pradesh,East Kameng,2025-05,104,20
Arunachal Pradesh,East Kameng,2025-06,65,19
Arunachal Pradesh,East Kameng,2025-07,61,11
Arunachal Pradesh,East Kameng,2025-08,123,20
Arunachal Pradesh,East Kameng,2025-09,51,9
Arunachal Pradesh,East Kameng,2025-10,65,24
Arunachal Pradesh,East Kameng,2025-11,77,19
Arunachal Pradesh,East Kameng,2025-12,43,22
Arunachal Pradesh,East Siang,2025-01,833,670
Arunachal Pradesh,East Siang,2025-02,74,11
Arunachal Pradesh,East Siang,2025-03,63,14
Arunachal Pradesh,East Siang,2025-04,102,19
Arunachal Pradesh,East Siang,2025-05,44,11
Arunachal Pradesh,East Siang,2025-06,51,11
Arunachal Pradesh,East Siang,2025-07,37,10
Arunachal Pradesh,East Siang,2025-08,49,17
Arunachal Pradesh,East Siang,2025-09,55,15
Arunachal Pradesh,East Siang,2025-10,59,21
Arunachal Pradesh,East Siang,2025-11,49,15
Arunachal Pradesh,East Siang,2025-12,74,21
Arunachal Pradesh,Kamle,2025-01,38,58
Arunachal Pradesh,Kamle,2025-02,0,2
Arunachal Pradesh,Kamle,2025-03,1,3
Arunachal Pradesh,Kamle,2025-04,3,0
Arunachal Pradesh,Kamle,2025-05,1,2
Arunachal Pradesh,Kamle,2025-06,1,1
Arunachal Pradesh,Kamle,2025-07,0,3
Arunachal Pradesh,Kamle,2025-08,1,1
Arunachal Pradesh,Kamle,2025-09,1,0
Arunachal Pradesh,Kamle,2025-10,0,1
Arunachal Pradesh,Kamle,2025-11,1,1
Arunachal Pradesh,Kamle,2025-12,0,1
Arunachal Pradesh,Kra Daadi,2025-01,492,422
Arunachal Pradesh,Kra Daadi,2025-02,9,5
Arunachal Pradesh,Kra Daadi,2025-03,14,6
Arunachal Pradesh,Kra Daadi,2025-04,14,5
Arunachal Pradesh,Kra Daadi,2025-05,8,3
Arunachal Pradesh,Kra Daadi,2025-06,2,3
Arunachal Pradesh,Kra Daadi,2025-07,5,2
Arunachal Pradesh,Kra Daadi,2025-08,13,8
Arunachal Pradesh,Kra Daadi,2025-09,6,3
Arunachal Pradesh,Kra Daadi,2025-10,8,3
Arunachal Pradesh,Kra Daadi,2025-11,11,4
Arunachal Pradesh,Kra Daadi,2025-12,8,3
Arunachal Pradesh,Kurung Kumey,2025-01,621,1842
Arunachal Pradesh,Kurung Kumey,2025-02,6,10
Arunachal Pradesh,Kurung Kumey,2025-03,13,18
Arunachal Pradesh,Kurung Kumey,2025-04,16,7
Arunachal Pradesh,Kurung Kumey,2025-05,11,4
Arunachal Pradesh,Kurung Kumey,2025-06,8,5
Arunachal Pradesh,Kurung Kumey,2025-07,24,4
Arunachal Pradesh,Kurung Kumey,2025-08,47,23
Arunachal Pradesh,Kurung Kumey,2025-09,11,17
Arunachal Pradesh,Kurung Kumey,2025-10,33,15
Arunachal Pradesh,Kurung Kumey,2025-11,38,11
Arunachal Pradesh,Kurung Kumey,2025-12,61,3
Arunachal Pradesh,Leparada,2025-01,1,0
Arunachal Pradesh,Leparada,2025-03,1,0
Arunachal Pradesh,Leparada,2025-04,1,0
Arunachal Pradesh,Leparada,2025-05,4,0
Arunachal Pradesh,Leparada,2025-08,2,0
Arunachal Pradesh,Leparada,2025-09,2,0
Arunachal Pradesh,Leparada,2025-11,0,1
Arunachal Pradesh,Leparada,2025-12,2,0
Arunachal Pradesh,Lohit,2025-01,700,1469
Arunachal Pradesh,Lohit,2025-02,75,20
Arunachal Pradesh,Lohit,2025-03,68,25
Arunachal Pradesh,Lohit,2025-04,74,35
Arunachal Pradesh,Lohit,2025-05,30,21
Arunachal Pradesh,Lohit,2025-06,79,12
Arunachal Pradesh,Lohit,2025-07,31,15
Arunachal Pradesh,Lohit,2025-08,50,29
Arunachal Pradesh,Lohit,2025-09,29,28
Arunachal Pradesh,Lohit,2025-10,37,19
Arunachal Pradesh,Lohit,2025-11,35,27
Arunachal Pradesh,Lohit,2025-12,63,33
Arunachal Pradesh,Longding,2025-01,929,705
Arunachal Pradesh,Longding,2025-02,21,16
Arunachal Pradesh,Longding,2025-03,39,16
Arunachal Pradesh,Longding,2025-04,44,21
Arunachal Pradesh,Longding,2025-05,26,10
Arunachal Pradesh,Longding,2025-06,10,11
Arunachal Pradesh,Longding,2025-07,27,6
Arunachal Pradesh,Longding,2025-08,10,16
Arunachal Pradesh,Longding,2025-09,19,16
Arunachal Pradesh,Longding,2025-10,16,8
Arunachal Pradesh,Longding,2025-11,31,11
Arunachal Pradesh,Longding,2025-12,30,7
Arunachal Pradesh,Lower Dibang Valley,2025-01,560,551
Arunachal Pradesh,Lower Dibang Valley,2025-02,12,10
Arunachal Pradesh,Lower Dibang Valley,2025-03,31,16
Arunachal Pradesh,Lower Dibang Valley,2025-04,54,15
Arunachal Pradesh,Lower Dibang Valley,2025-05,15,10
Arunachal Pradesh,Lower Dibang Valley,2025-06,10,10
Arunachal Pradesh,Lower Dibang Valley,2025-07,21,5
Arunachal Pradesh,Lower Dibang Valley,2025-08,20,6
Arunachal Pradesh,Lower Dibang Valley,2025-09,9,21
Arunachal Pradesh,Lower Dibang Valley,2025-10,31,14
Arunachal Pradesh,Lower Dibang Valley,2025-11,10,13
Arunachal Pradesh,Lower Dibang Valley,2025-12,39,19
Arunachal Pradesh,Lower Siang,2025-01,50,23
Arunachal Pradesh,Lower Siang,2025-02,2,1
Arunachal Pradesh,Lower Siang,2025-03,9,0
Arunachal Pradesh,Lower Siang,2025-04,39,2
Arunachal Pradesh,Lower Siang,2025-05,25,2
Arunachal Pradesh,Lower Siang,2025-06,19,0
Arunachal Pradesh,Lower Siang,2025-07,4,1
Arunachal Pradesh,Lower Siang,2025-08,6,3
Arunachal Pradesh,Lower Siang,2025-09,3,1
Arunachal Pradesh,Lower Siang,2025-10,10,1
Arunachal Pradesh,Lower Siang,2025-11,9,3
Arunachal Pradesh,Lower Siang,2025-12,18,1
Arunachal Pradesh,Lower Subansiri,2025-01,860,822
Arunachal Pradesh,Lower Subansiri,2025-02,19,14
Arunachal Pradesh,Lower Subansiri,2025-03,28,14
Arunachal Pradesh,Lower Subansiri,2025-04,29,18
Arunachal Pradesh,Lower Subansiri,2025-05,21,13
Arunachal Pradesh,Lower Subansiri,2025-06,3,5
Arunachal Pradesh,Lower Subansiri,2025-07,5,7
Arunachal Pradesh,Lower Subansiri,2025-08,10,10
Arunachal Pradesh,Lower Subansiri,2025-09,18,12
Arunachal Pradesh,Lower Subansiri,2025-10,50,15
Arunachal Pradesh,Lower Subansiri,2025-11,34,21
Arunachal Pradesh,Lower Subansiri,2025-12,29,10
Arunachal Pradesh,Namsai,2025-01,1796,1866
Arunachal Pradesh,Namsai,2025-02,111,14
Arunachal Pradesh,Namsai,2025-03,85,24
Arunachal Pradesh,Namsai,2025-04,167,26
Arunachal Pradesh,Namsai,2025-05,92,12
Arunachal Pradesh,Namsai,2025-06,79,9
Arunachal Pradesh,Namsai,2025-07,107,15
Arunachal Pradesh,Namsai,2025-08,55,23
Arunachal Pradesh,Namsai,2025-09,74,21
Arunachal Pradesh,Namsai,2025-10,86,38
Arunachal Pradesh,Namsai,2025-11,87,22
Arunachal Pradesh,Namsai,2025-12,130,28
Arunachal Pradesh,Pakke Kessang,2025-01,12,6
Arunachal Pradesh,Pakke Kessang,2025-02,1,2
Arunachal Pradesh,Pakke Kessang,2025-03,0,1
Arunachal Pradesh,Pakke Kessang,2025-04,1,2
Arunachal Pradesh,Pakke Kessang,2025-05,0,3
Arunachal Pradesh,Pakke Kessang,2025-06,0,2
Arunachal Pradesh,Pakke Kessang,2025-08,0,1
Arunachal Pradesh,Pakke Kessang,2025-09,0,1
Arunachal Pradesh,Pakke Kessang,2025-10,0,1
Arunachal Pradesh,Pakke Kessang,2025-11,2,2
Arunachal Pradesh,Pakke Kessang,2025-12,2,1
Arunachal Pradesh,Papum Pare,2025-01,2479,3241
Arunachal Pradesh,Papum Pare,2025-02,73,35
Arunachal Pradesh,Papum Pare,2025-03,145,48
Arunachal Pradesh,Papum Pare,2025-04,175,43
Arunachal Pradesh,Papum Pare,2025-05,68,38
Arunachal Pradesh,Papum Pare,2025-06,64,29
Arunachal Pradesh,Papum Pare,2025-07,47,34
Arunachal Pradesh,Papum Pare,2025-08,59,42
Arunachal Pradesh,Papum Pare,2025-09,66,38
Arunachal Pradesh,Papum Pare,2025-10,94,47
Arunachal Pradesh,Papum Pare,2025-11,92,58
Arunachal Pradesh,Papum Pare,2025-12,94,62
Arunachal Pradesh,Shi Yomi,2025-01,90,94
Arunachal Pradesh,Shi Yomi,2025-02,2,5
Arunachal Pradesh,Shi Yomi,2025-03,2,8
Arunachal Pradesh,Shi Yomi,2025-04,6,8
Arunachal Pradesh,Shi Yomi,2025-05,0,4
Arunachal Pradesh,Shi Yomi,2025-06,10,13
Arunachal Pradesh,Shi Yomi,2025-07,1,3
Arunachal Pradesh,Shi Yomi,2025-08,5,16
Arunachal Pradesh,Shi Yomi,2025-09,2,9
Arunachal Pradesh,Shi Yomi,2025-10,4,13
Arunachal Pradesh,Shi Yomi,2025-11,12,25
Arunachal Pradesh,Shi Yomi,2025-12,12,18
Arunachal Pradesh,Siang,2025-01,403,322
Arunachal Pradesh,Siang,2025-02,34,5
Arunachal Pradesh,Siang,2025-03,18,5
Arunachal Pradesh,Siang,2025-04,17,2
Arunachal Pradesh,Siang,2025-05,12,0
Arunachal Pradesh,Siang,2025-06,19,3
Arunachal Pradesh,Siang,2025-07,10,0
Arunachal Pradesh,Siang,2025-08,26,3
Arunachal Pradesh,Siang,2025-09,13,3
Arunachal Pradesh,Siang,2025-10,15,4
Arunachal Pradesh,Siang,2025-11,20,3
Arunachal Pradesh,Siang,2025-12,17,4
Arunachal Pradesh,Tawang,2025-01,654,438
Arunachal Pradesh,Tawang,2025-02,14,7
Arunachal Pradesh,Tawang,2025-03,42,11
Arunachal Pradesh,Tawang,2025-04,27,6
Arunachal Pradesh,Tawang,2025-05,12,3
Arunachal Pradesh,Tawang,2025-06,32,2
Arunachal Pradesh,Tawang,2025-07,31,2
Arunachal Pradesh,Tawang,2025-08,79,1
Arunachal Pradesh,Tawang,2025-09,23,10
Arunachal Pradesh,Tawang,2025-10,20,2
Arunachal Pradesh,Tawang,2025-11,67,5
Arunachal Pradesh,Tawang,2025-12,105,9
Arunachal Pradesh,Tirap,2025-01,474,341
Arunachal Pradesh,Tirap,2025-02,9,5
Arunachal Pradesh,Tirap,2025-03,29,6
Arunachal Pradesh,Tirap,2025-04,30,9
Arunachal Pradesh,Tirap,2025-05,40,3
Arunachal Pradesh,Tirap,2025-06,21,6
Arunachal Pradesh,Tirap,2025-07,10,4
Arunachal Pradesh,Tirap,2025-08,26,10
Arunachal Pradesh,Tirap,2025-09,11,13
Arunachal Pradesh,Tirap,2025-10,16,3
Arunachal Pradesh,Tirap,2025-11,12,8
Arunachal Pradesh,Tirap,2025-12,13,11
Arunachal Pradesh,Upper Siang,2025-01,409,359
Arunachal Pradesh,Upper Siang,2025-02,80,7
Arunachal Pradesh,Upper Siang,2025-03,93,9
Arunachal Pradesh,Upper Siang,2025-04,57,15
Arunachal Pradesh,Upper Siang,2025-05,18,2
Arunachal Pradesh,Upper Siang,2025-06,33,7
Arunachal Pradesh,Upper Siang,2025-07,11,9
Arunachal Pradesh,Upper Siang,2025-08,24,1
Arunachal Pradesh,Upper Siang,2025-09,23,7
Arunachal Pradesh,Upper Siang,2025-10,22,9
Arunachal Pradesh,Upper Siang,2025-11,17,7
Arunachal Pradesh,Upper Siang,2025-12,21,4
Arunachal Pradesh,Upper Subansiri,2025-01,1377,1309
Arunachal Pradesh,Upper Subansiri,2025-02,12,6
Arunachal Pradesh,Upper Subansiri,2025-03,59,21
Arunachal Pradesh,Upper Subansiri,2025-04,82,18
Arunachal Pradesh,Upper Subansiri,2025-05,55,15
Arunachal Pradesh,Upper Subansiri,2025-06,62,18
Arunachal Pradesh,Upper Subansiri,2025-07,48,6
Arunachal Pradesh,Upper Subansiri,2025-08,42,25
Arunachal Pradesh,Upper Subansiri,2025-09,21,11
Arunachal Pradesh,Upper Subansiri,2025-10,41,11
Arunachal Pradesh,Upper Subansiri,2025-11,51,19
Arunachal Pradesh,Upper Subansiri,2025-12,54,23
Arunachal Pradesh,West Kameng,2025-01,1259,2387
Arunachal Pradesh,West Kameng,2025-02,97,50
Arunachal Pradesh,West Kameng,2025-03,100,39
Arunachal Pradesh,West Kameng,2025-04,80,59
Arunachal Pradesh,West Kameng,2025-05,46,49
Arunachal Pradesh,West Kameng,2025-06,24,20
Arunachal Pradesh,West Kameng,2025-07,22,23
Arunachal Pradesh,West Kameng,2025-08,69,30
Arunachal Pradesh,West Kameng,2025-09,62,35
Arunachal Pradesh,West Kameng,2025-10,97,19
Arunachal Pradesh,West Kameng,2025-11,118,36
Arunachal Pradesh,West Kameng,2025-12,134,32
Arunachal Pradesh,West Siang,2025-01,1279,914
Arunachal Pradesh,West Siang,2025-02,42,11
Arunachal Pradesh,West Siang,2025-03,89,26
Arunachal Pradesh,West Siang,2025-04,175,26
Arunachal Pradesh,West Siang,2025-05,81,7
Arunachal Pradesh,West Siang,2025-06,97,10
Arunachal Pradesh,West Siang,2025-07,126,6
Arunachal Pradesh,West Siang,2025-08,65,9
Arunachal Pradesh,West Siang,2025-09,60,16
Arunachal Pradesh,West Siang,2025-10,112,18
Arunachal Pradesh,West Siang,2025-11,99,14
Arunachal Pradesh,West Siang,2025-12,170,18
Assam,Bajali,2025-01,0,2
Assam,Bajali,2025-03,1,1
Assam,Bajali,2025-04,1,2
Assam,Bajali,2025-05,0,1
Assam,Bajali,2025-08,1,2
Assam,Bajali,2025-09,1,0
Assam,Baksa,2025-01,7021,2612
Assam,Baksa,2025-02,161,79
Assam,Baksa,2025-03,175,86
Assam,Baksa,2025-04,240,112
Assam,Baksa,2025-05,183,86
Assam,Baksa,2025-06,180,82
Assam,Baksa,2025-07,163,73
Assam,Baksa,2025-08,344,98
Assam,Baksa,2025-09,138,76
Assam,Baksa,2025-10,218,81
Assam,Baksa,2025-11,224,88
Assam,Baksa,2025-12,163,98
Assam,Barpeta,2025-01,35808,11115
Assam,Barpeta,2025-02,1069,500
Assam,Barpeta,2025-03,835,647
Assam,Barpeta,2025-04,1474,812
Assam,Barpeta,2025-05,906,561
Assam,Barpeta,2025-06,970,634
Assam,Barpeta,2025-07,700,382
Assam,Barpeta,2025-08,1441,639
Assam,Barpeta,2025-09,1166,505
Assam,Barpeta,2025-10,1189,412
Assam,Barpeta,2025-11,1247,493
Assam,Barpeta,2025-12,753,448
Assam,Biswanath,2025-01,3612,1574
Assam,Biswanath,2025-02,124,44
Assam,Biswanath,2025-03,140,45
Assam,Biswanath,2025-04,154,37
Assam,Biswanath,2025-05,140,48
Assam,Biswanath,2025-06,139,48
Assam,Biswanath,2025-07,67,27
Assam,Biswanath,2025-08,99,44
Assam,Biswanath,2025-09,99,42
Assam,Biswanath,2025-10,81,39
Assam,Biswanath,2025-11,92,53
Assam,Biswanath,2025-12,151,33
Assam,Bongaigaon,2025-01,13412,5698
Assam,Bongaigaon,2025-02,491,171
Assam,Bongaigaon,2025-03,350,197
Assam,Bongaigaon,2025-04,411,211
Assam,Bongaigaon,2025-05,309,175
Assam,Bongaigaon,2025-06,287,181
Assam,Bongaigaon,2025-07,198,116
Assam,Bongaigaon,2025-08,430,191
Assam,Bongaigaon,2025-09,325,149
Assam,Bongaigaon,2025-10,417,147
Assam,Bongaigaon,2025-11,404,196
Assam,Bongaigaon,2025-12,397,146
Assam,Cachar,2025-01,22568,12777
Assam,Cachar,2025-02,796,351
Assam,Cachar,2025-03,869,361
Assam,Cachar,2025-04,968,377
Assam,Cachar,2025-05,616,300
Assam,Cachar,2025-06,758,307
Assam,Cachar,2025-07,359,236
Assam,Cachar,2025-08,851,387
Assam,Cachar,2025-09,902,359
Assam,Cachar,2025-10,741,361
Assam,Cachar,2025-11,786,436
Assam,Cachar,2025-12,767,369
Assam,Charaideo,2025-01,3057,1150
Assam,Charaideo,2025-02,60,24
Assam,Charaideo,2025-03,96,47
Assam,Charaideo,2025-04,159,51
Assam,Charaideo,2025-05,107,24
Assam,Charaideo,2025-06,131,25
Assam,Charaideo,2025-07,65,27
Assam,Charaideo,2025-08,102,43
Assam,Charaideo,2025-09,232,33
Assam,Charaideo,2025-10,225,36
Assam,Charaideo,2025-11,186,41
Assam,Charaideo,2025-12,81,31
Assam,Chirang,2025-01,10120,3673
Assam,Chirang,2025-02,244,146
Assam,Chirang,2025-03,319,149
Assam,Chirang,2025-04,542,212
Assam,Chirang,2025-05,256,116
Assam,Chirang,2025-06,252,161
Assam,Chirang,2025-07,197,77
Assam,Chirang,2025-08,394,167
Assam,Chirang,2025-09,242,148
Assam,Chirang,2025-10,312,190
Assam,Chirang,2025-11,325,202
Assam,Chirang,2025-12,281,148
Assam,Darrang,2025-01,8845,5182
Assam,Darrang,2025-02,313,137
Assam,Darrang,2025-03,230,140
Assam,Darrang,2025-04,287,208
Assam,Darrang,2025-05,244,150
Assam,Darrang,2025-06,332,152
Assam,Darrang,2025-07,183,95
Assam,Darrang,2025-08,394,175
Assam,Darrang,2025-09,256,145
Assam,Darrang,2025-10,321,165
Assam,Darrang,2025-11,320,168
Assam,Darrang,2025-12,291,119
Assam,Dhemaji,2025-01,6271,3804
Assam,Dhemaji,2025-02,237,125
Assam,Dhemaji,2025-03,295,170
Assam,Dhemaji,2025-04,334,156
Assam,Dhemaji,2025-05,188,76
Assam,Dhemaji,2025-06,246,115
Assam,Dhemaji,2025-07,120,63
Assam,Dhemaji,2025-08,231,137
Assam,Dhemaji,2025-09,178,97
Assam,Dhemaji,2025-10,253,99
Assam,Dhemaji,2025-11,305,131
Assam,Dhemaji,2025-12,367,112
Assam,Dhubri,2025-01,25092,8686
Assam,Dhubri,2025-02,540,247
Assam,Dhubri,2025-03,689,362
Assam,Dhubri,2025-04,890,390
Assam,Dhubri,2025-05,565,289
Assam,Dhubri,2025-06,697,334
Assam,Dhubri,2025-07,351,196
Assam,Dhubri,2025-08,595,314
Assam,Dhubri,2025-09,623,300
Assam,Dhubri,2025-10,560,276
Assam,Dhubri,2025-11,591,286
Assam,Dhubri,2025-12,603,301
Assam,Dibrugarh,2025-01,9534,8946
Assam,Dibrugarh,2025-02,177,80
Assam,Dibrugarh,2025-03,268,110
Assam,Dibrugarh,2025-04,275,138
Assam,Dibrugarh,2025-05,187,96
Assam,Dibrugarh,2025-06,222,110
Assam,Dibrugarh,2025-07,145,69
Assam,Dibrugarh,2025-08,349,162
Assam,Dibrugarh,2025-09,265,111
Assam,Dibrugarh,2025-10,256,117
Assam,Dibrugarh,2025-11,241,117
Assam,Dibrugarh,2025-12,261,118
Assam,Dima Hasao,2025-01,1,0
Assam,Dima Hasao,2025-04,1,0
Assam,Dima Hasao,2025-05,0,1
Assam,Dima Hasao,2025-06,0,1
Assam,Dima Hasao,2025-08,1,1
Assam,Dima Hasao,2025-09,0,1
Assam,Dima Hasao,2025-11,1,2
Assam,Goalpara,2025-01,7533,4329
Assam,Goalpara,2025-02,321,149
Assam,Goalpara,2025-03,344,199
Assam,Goalpara,2025-04,481,264
Assam,Goalpara,2025-05,264,178
Assam,Goalpara,2025-06,419,195
Assam,Goalpara,2025-07,200,107
Assam,Goalpara,2025-08,451,270
Assam,Goalpara,2025-09,347,168
Assam,Goalpara,2025-10,346,181
Assam,Goalpara,2025-11,294,179
Assam,Goalpara,2025-12,341,182
Assam,Golaghat,2025-01,5097,4070
Assam,Golaghat,2025-02,272,88
Assam,Golaghat,2025-03,282,123
Assam,Golaghat,2025-04,381,155
Assam,Golaghat,2025-05,224,102
Assam,Golaghat,2025-06,360,128
Assam,Golaghat,2025-07,196,59
Assam,Golaghat,2025-08,338,111
Assam,Golaghat,2025-09,390,96
Assam,Golaghat,2025-10,381,146
Assam,Golaghat,2025-11,369,149
Assam,Golaghat,2025-12,387,144
Assam,Hailakandi,2025-01,7631,3092
Assam,Hailakandi,2025-02,279,96
Assam,Hailakandi,2025-03,231,110
Assam,Hailakandi,2025-04,360,164
Assam,Hailakandi,2025-05,184,90
Assam,Hailakandi,2025-06,283,97
Assam,Hailakandi,2025-07,100,68
Assam,Hailakandi,2025-08,317,119
Assam,Hailakandi,2025-09,348,110
Assam,Hailakandi,2025-10,307,111
Assam,Hailakandi,2025-11,300,130
Assam,Hailakandi,2025-12,308,114
Assam,Hojai,2025-01,7777,6498
Assam,Hojai,2025-02,274,178
Assam,Hojai,2025-03,300,239
