state,district,month,demo_age_5_17,demo_age_17_
Andhra Pradesh,Sri Sathya Sai,2025-05,76,276
Andhra Pradesh,Sri Sathya Sai,2025-06,66,317
Andhra Pradesh,Sri Sathya Sai,2025-07,74,363
Andhra Pradesh,Sri Sathya Sai,2025-08,52,282
Andhra Pradesh,Sri Sathya Sai,2025-09,48,330
Andhra Pradesh,Sri Sathya Sai,2025-10,58,286
Andhra Pradesh,Sri Sathya Sai,2025-11,36,316
Andhra Pradesh,Sri Sathya Sai,2025-12,44,238
Andhra Pradesh,Srikakulam,2025-01,7326,41497
Andhra Pradesh,Srikakulam,2025-02,543,1643
Andhra Pradesh,Srikakulam,2025-03,362,1478
Andhra Pradesh,Srikakulam,2025-04,469,1850
Andhra Pradesh,Srikakulam,2025-05,392,1163
Andhra Pradesh,Srikakulam,2025-06,338,1452
Andhra Pradesh,Srikakulam,2025-07,349,1019
Andhra Pradesh,Srikakulam,2025-08,373,1429
Andhra Pradesh,Srikakulam,2025-09,307,1343
Andhra Pradesh,Srikakulam,2025-10,263,1447
Andhra Pradesh,Srikakulam,2025-11,219,1177
Andhra Pradesh,Srikakulam,2025-12,238,1349
Andhra Pradesh,Tirupati,2025-01,1693,10266
Andhra Pradesh,Tirupati,2025-02,74,500
Andhra Pradesh,Tirupati,2025-03,57,404
Andhra Pradesh,Tirupati,2025-04,52,301
Andhra Pradesh,Tirupati,2025-05,60,285
Andhra Pradesh,Tirupati,2025-06,80,428
Andhra Pradesh,Tirupati,2025-07,71,399
Andhra Pradesh,Tirupati,2025-08,60,386
Andhra Pradesh,Tirupati,2025-09,76,355
Andhra Pradesh,Tirupati,2025-10,48,291
Andhra Pradesh,Tirupati,2025-11,52,363
Andhra Pradesh,Tirupati,2025-12,54,435
Andhra Pradesh,Visakhapatnam,2025-01,5806,48743
Andhra Pradesh,Visakhapatnam,2025-02,508,2387
Andhra Pradesh,Visakhapatnam,2025-03,352,2297
Andhra Pradesh,Visakhapatnam,2025-04,367,2775
Andhra Pradesh,Visakhapatnam,2025-05,311,1397
Andhra Pradesh,Visakhapatnam,2025-06,300,1994
Andhra Pradesh,Visakhapatnam,2025-07,247,1171
Andhra Pradesh,Visakhapatnam,2025-08,343,1933
Andhra Pradesh,Visakhapatnam,2025-09,282,1583
Andhra Pradesh,Visakhapatnam,2025-10,268,1990
Andhra Pradesh,Visakhapatnam,2025-11,233,1862
Andhra Pradesh,Visakhapatnam,2025-12,238,1700
Andhra Pradesh,Vizianagaram,2025-01,2593,22032
Andhra Pradesh,Vizianagaram,2025-02,285,1284
Andhra Pradesh,Vizianagaram,2025-03,213,1172
Andhra Pradesh,Vizianagaram,2025-04,239,1499
Andhra Pradesh,Vizianagaram,2025-05,217,827
Andhra Pradesh,Vizianagaram,2025-06,223,1067
Andhra Pradesh,Vizianagaram,2025-07,165,576
Andhra Pradesh,Vizianagaram,2025-08,222,1071
Andhra Pradesh,Vizianagaram,2025-09,158,907
Andhra Pradesh,Vizianagaram,2025-10,151,1099
Andhra Pradesh,Vizianagaram,2025-11,148,1057
Andhra Pradesh,Vizianagaram,2025-12,147,999
Andhra Pradesh,Warangal,2025-01,598,4989
Andhra Pradesh,Warangal,2025-02,100,1010
Andhra Pradesh,Warangal,2025-03,95,861
Andhra Pradesh,Warangal,2025-04,181,1491
Andhra Pradesh,Warangal,2025-05,74,346
Andhra Pradesh,Warangal,2025-06,62,610
Andhra Pradesh,Warangal,2025-07,70,333
Andhra Pradesh,Warangal,2025-08,94,697
Andhra Pradesh,Warangal,2025-09,72,515
Andhra Pradesh,Warangal,2025-10,66,686
Andhra Pradesh,Warangal,2025-11,62,642
Andhra Pradesh,Warangal,2025-12,48,670
Andhra Pradesh,West Godavari,2025-01,3699,34468
Andhra Pradesh,West Godavari,2025-02,373,2271
Andhra Pradesh,West Godavari,2025-03,251,2045
Andhra Pradesh,West Godavari,2025-04,344,2603
Andhra Pradesh,West Godavari,2025-05,204,1261
Andhra Pradesh,West Godavari,2025-06,236,1749
Andhra Pradesh,West Godavari,2025-07,213,990
Andhra Pradesh,West Godavari,2025-08,269,2120
Andhra Pradesh,West Godavari,2025-09,188,1515
Andhra Pradesh,West Godavari,2025-10,202,1892
Andhra Pradesh,West Godavari,2025-11,215,1940
Andhra Pradesh,West Godavari,2025-12,215,1870
Andhra Pradesh,Y. S. R,2025-01,1565,8339
Andhra Pradesh,Y. S. R,2025-02,50,405
Andhra Pradesh,Y. S. R,2025-03,55,300
Andhra Pradesh,Y. S. R,2025-04,35,295
Andhra Pradesh,Y. S. R,2025-05,48,304
Andhra Pradesh,Y. S. R,2025-06,65,397
Andhra Pradesh,Y. S. R,2025-07,43,255
Andhra Pradesh,Y. S. R,2025-08,52,354
Andhra Pradesh,Y. S. R,2025-09,51,277
Andhra Pradesh,Y. S. R,2025-10,44,257
Andhra Pradesh,Y. S. R,2025-11,41,299
Andhra Pradesh,Y. S. R,2025-12,53,310
Arunachal Pradesh,Anjaw,2025-01,14,119
Arunachal Pradesh,Anjaw,2025-02,0,10
Arunachal Pradesh,Anjaw,2025-03,4,18
Arunachal Pradesh,Anjaw,2025-04,8,37
Arunachal Pradesh,Anjaw,2025-05,3,12
Arunachal Pradesh,Anjaw,2025-06,2,4
Arunachal Pradesh,Anjaw,2025-07,1,5
Arunachal Pradesh,Anjaw,2025-08,9,42
Arunachal Pradesh,Anjaw,2025-09,4,28
Arunachal Pradesh,Anjaw,2025-10,8,10
Arunachal Pradesh,Anjaw,2025-11,2,27
Arunachal Pradesh,Anjaw,2025-12,1,8
Arunachal Pradesh,Changlang,2025-01,115,1123
Arunachal Pradesh,Changlang,2025-02,26,224
Arunachal Pradesh,Changlang,2025-03,24,185
Arunachal Pradesh,Changlang,2025-04,27,146
Arunachal Pradesh,Changlang,2025-05,11,113
Arunachal Pradesh,Changlang,2025-06,16,94
Arunachal Pradesh,Changlang,2025-07,21,142
Arunachal Pradesh,Changlang,2025-08,45,171
Arunachal Pradesh,Changlang,2025-09,31,216
Arunachal Pradesh,Changlang,2025-10,11,95
Arunachal Pradesh,Changlang,2025-11,26,184
Arunachal Pradesh,Changlang,2025-12,26,143
Arunachal Pradesh,Dibang Valley,2025-01,0,2
Arunachal Pradesh,Dibang Valley,2025-02,1,9
Arunachal Pradesh,Dibang Valley,2025-03,0,5
Arunachal Pradesh,Dibang Valley,2025-04,0,2
Arunachal Pradesh,Dibang Valley,2025-05,1,4
Arunachal Pradesh,Dibang Valley,2025-06,1,6
Arunachal Pradesh,Dibang Valley,2025-07,0,2
Arunachal Pradesh,Dibang Valley,2025-08,2,9
Arunachal Pradesh,Dibang Valley,2025-09,0,7
Arunachal Pradesh,Dibang Valley,2025-10,1,2
Arunachal Pradesh,Dibang Valley,2025-11,0,4
Arunachal Pradesh,Dibang Valley,2025-12,0,7
Arunachal Pradesh,East Kameng,2025-01,12,54
Arunachal Pradesh,East Kameng,2025-02,14,66
Arunachal Pradesh,East Kameng,2025-03,12,58
Arunachal Pradesh,East Kameng,2025-04,14,92
Arunachal Pradesh,East Kameng,2025-05,13,58
Arunachal Pradesh,East Kameng,2025-06,4,40
Arunachal Pradesh,East Kameng,2025-07,0,21
Arunachal Pradesh,East Kameng,2025-08,6,20
Arunachal Pradesh,East Kameng,2025-09,6,13
Arunachal Pradesh,East Kameng,2025-10,16,56
Arunachal Pradesh,East Kameng,2025-11,11,58
Arunachal Pradesh,East Kameng,2025-12,18,32
Arunachal Pradesh,East Siang,2025-01,31,182
Arunachal Pradesh,East Siang,2025-02,7,31
Arunachal Pradesh,East Siang,2025-03,14,44
Arunachal Pradesh,East Siang,2025-04,16,77
Arunachal Pradesh,East Siang,2025-05,3,15
Arunachal Pradesh,East Siang,2025-06,10,52
Arunachal Pradesh,East Siang,2025-07,2,17
Arunachal Pradesh,East Siang,2025-08,19,80
Arunachal Pradesh,East Siang,2025-09,18,88
Arunachal Pradesh,East Siang,2025-10,15,62
Arunachal Pradesh,East Siang,2025-11,11,96
Arunachal Pradesh,East Siang,2025-12,20,76
Arunachal Pradesh,Kamle,2025-01,0,11
Arunachal Pradesh,Kamle,2025-02,4,25
Arunachal Pradesh,Kamle,2025-03,8,30
Arunachal Pradesh,Kamle,2025-05,8,37
Arunachal Pradesh,Kamle,2025-06,1,15
Arunachal Pradesh,Kamle,2025-07,1,6
Arunachal Pradesh,Kamle,2025-08,1,5
Arunachal Pradesh,Kamle,2025-09,0,2
Arunachal Pradesh,Kamle,2025-10,1,1
Arunachal Pradesh,Kamle,2025-11,1,1
Arunachal Pradesh,Kamle,2025-12,1,1
Arunachal Pradesh,Kra Daadi,2025-01,27,107
Arunachal Pradesh,Kra Daadi,2025-02,5,23
Arunachal Pradesh,Kra Daadi,2025-03,4,12
Arunachal Pradesh,Kra Daadi,2025-04,2,1
Arunachal Pradesh,Kra Daadi,2025-05,3,4
Arunachal Pradesh,Kra Daadi,2025-06,3,4
Arunachal Pradesh,Kra Daadi,2025-07,2,4
Arunachal Pradesh,Kra Daadi,2025-08,3,18
Arunachal Pradesh,Kra Daadi,2025-09,8,9
Arunachal Pradesh,Kra Daadi,2025-10,4,15
Arunachal Pradesh,Kra Daadi,2025-11,2,6
Arunachal Pradesh,Kra Daadi,2025-12,6,10
Arunachal Pradesh,Kurung Kumey,2025-01,6,12
Arunachal Pradesh,Kurung Kumey,2025-02,8,13
Arunachal Pradesh,Kurung Kumey,2025-03,8,11
Arunachal Pradesh,Kurung Kumey,2025-04,2,3
Arunachal Pradesh,Kurung Kumey,2025-05,4,16
Arunachal Pradesh,Kurung Kumey,2025-06,5,9
Arunachal Pradesh,Kurung Kumey,2025-08,9,17
Arunachal Pradesh,Kurung Kumey,2025-09,3,10
Arunachal Pradesh,Kurung Kumey,2025-10,2,9
Arunachal Pradesh,Kurung Kumey,2025-11,0,4
Arunachal Pradesh,Kurung Kumey,2025-12,2,6
Arunachal Pradesh,Leparada,2025-01,0,1
Arunachal Pradesh,Leparada,2025-02,1,0
Arunachal Pradesh,Leparada,2025-06,0,1
Arunachal Pradesh,Leparada,2025-07,1,0
Arunachal Pradesh,Leparada,2025-08,0,2
Arunachal Pradesh,Leparada,2025-09,0,2
Arunachal Pradesh,Leparada,2025-11,0,1
Arunachal Pradesh,Leparada,2025-12,0,1
Arunachal Pradesh,Lohit,2025-01,32,255
Arunachal Pradesh,Lohit,2025-02,5,65
Arunachal Pradesh,Lohit,2025-03,11,58
Arunachal Pradesh,Lohit,2025-04,5,62
Arunachal Pradesh,Lohit,2025-05,6,38
Arunachal Pradesh,Lohit,2025-06,1,15
Arunachal Pradesh,Lohit,2025-07,1,7
Arunachal Pradesh,Lohit,2025-08,4,62
Arunachal Pradesh,Lohit,2025-09,11,56
Arunachal Pradesh,Lohit,2025-10,3,31
Arunachal Pradesh,Lohit,2025-11,10,56
Arunachal Pradesh,Lohit,2025-12,14,105
Arunachal Pradesh,Longding,2025-01,48,290
Arunachal Pradesh,Longding,2025-02,9,59
Arunachal Pradesh,Longding,2025-03,8,44
Arunachal Pradesh,Longding,2025-04,5,16
Arunachal Pradesh,Longding,2025-05,12,28
Arunachal Pradesh,Longding,2025-06,5,14
Arunachal Pradesh,Longding,2025-07,4,18
Arunachal Pradesh,Longding,2025-08,10,55
Arunachal Pradesh,Longding,2025-09,14,51
Arunachal Pradesh,Longding,2025-10,5,49
Arunachal Pradesh,Longding,2025-11,8,28
Arunachal Pradesh,Longding,2025-12,12,23
Arunachal Pradesh,Lower Dibang Valley,2025-01,38,253
Arunachal Pradesh,Lower Dibang Valley,2025-02,7,23
Arunachal Pradesh,Lower Dibang Valley,2025-03,10,24
Arunachal Pradesh,Lower Dibang Valley,2025-04,4,25
Arunachal Pradesh,Lower Dibang Valley,2025-05,4,6
Arunachal Pradesh,Lower Dibang Valley,2025-06,2,12
Arunachal Pradesh,Lower Dibang Valley,2025-07,2,10
Arunachal Pradesh,Lower Dibang Valley,2025-08,8,43
Arunachal Pradesh,Lower Dibang Valley,2025-09,1,14
Arunachal Pradesh,Lower Dibang Valley,2025-10,7,37
Arunachal Pradesh,Lower Dibang Valley,2025-11,3,14
Arunachal Pradesh,Lower Dibang Valley,2025-12,1,26
Arunachal Pradesh,Lower Siang,2025-01,13,39
Arunachal Pradesh,Lower Siang,2025-02,3,10
Arunachal Pradesh,Lower Siang,2025-03,1,5
Arunachal Pradesh,Lower Siang,2025-04,2,17
Arunachal Pradesh,Lower Siang,2025-05,1,7
Arunachal Pradesh,Lower Siang,2025-06,1,2
Arunachal Pradesh,Lower Siang,2025-07,0,2
Arunachal Pradesh,Lower Siang,2025-08,1,9
Arunachal Pradesh,Lower Siang,2025-09,2,2
Arunachal Pradesh,Lower Siang,2025-10,2,5
Arunachal Pradesh,Lower Siang,2025-11,2,11
Arunachal Pradesh,Lower Siang,2025-12,2,3
Arunachal Pradesh,Lower Subansiri,2025-01,46,308
Arunachal Pradesh,Lower Subansiri,2025-02,5,39
Arunachal Pradesh,Lower Subansiri,2025-03,6,45
Arunachal Pradesh,Lower Subansiri,2025-04,4,41
Arunachal Pradesh,Lower Subansiri,2025-05,5,12
Arunachal Pradesh,Lower Subansiri,2025-06,7,20
Arunachal Pradesh,Lower Subansiri,2025-07,1,2
Arunachal Pradesh,Lower Subansiri,2025-08,8,21
Arunachal Pradesh,Lower Subansiri,2025-09,6,20
Arunachal Pradesh,Lower Subansiri,2025-10,7,50
Arunachal Pradesh,Lower Subansiri,2025-11,3,32
Arunachal Pradesh,Lower Subansiri,2025-12,1,13
Arunachal Pradesh,Namsai,2025-01,55,604
Arunachal Pradesh,Namsai,2025-02,4,54
Arunachal Pradesh,Namsai,2025-03,9,43
Arunachal Pradesh,Namsai,2025-04,6,59
Arunachal Pradesh,Namsai,2025-05,4,18
Arunachal Pradesh,Namsai,2025-06,2,49
Arunachal Pradesh,Namsai,2025-07,1,25
Arunachal Pradesh,Namsai,2025-08,13,58
Arunachal Pradesh,Namsai,2025-09,7,33
Arunachal Pradesh,Namsai,2025-10,7,39
Arunachal Pradesh,Namsai,2025-11,11,58
Arunachal Pradesh,Namsai,2025-12,2,37
Arunachal Pradesh,Pakke Kessang,2025-02,3,4
Arunachal Pradesh,Pakke Kessang,2025-03,0,2
Arunachal Pradesh,Pakke Kessang,2025-04,1,1
Arunachal Pradesh,Pakke Kessang,2025-05,1,5
Arunachal Pradesh,Pakke Kessang,2025-06,0,3
Arunachal Pradesh,Pakke Kessang,2025-07,0,1
Arunachal Pradesh,Pakke Kessang,2025-08,1,3
Arunachal Pradesh,Pakke Kessang,2025-09,0,1
Arunachal Pradesh,Pakke Kessang,2025-10,1,0
Arunachal Pradesh,Pakke Kessang,2025-11,0,1
Arunachal Pradesh,Pakke Kessang,2025-12,0,1
Arunachal Pradesh,Papum Pare,2025-01,139,1017
Arunachal Pradesh,Papum Pare,2025-02,28,118
Arunachal Pradesh,Papum Pare,2025-03,26,130
Arunachal Pradesh,Papum Pare,2025-04,30,113
Arunachal Pradesh,Papum Pare,2025-05,3,67
Arunachal Pradesh,Papum Pare,2025-06,23,77
Arunachal Pradesh,Papum Pare,2025-07,13,48
Arunachal Pradesh,Papum Pare,2025-08,22,109
Arunachal Pradesh,Papum Pare,2025-09,22,79
Arunachal Pradesh,Papum Pare,2025-10,10,47
Arunachal Pradesh,Papum Pare,2025-11,19,68
Arunachal Pradesh,Papum Pare,2025-12,13,62
Arunachal Pradesh,Shi Yomi,2025-01,1,3
Arunachal Pradesh,Shi Yomi,2025-02,4,2
Arunachal Pradesh,Shi Yomi,2025-03,1,4
Arunachal Pradesh,Shi Yomi,2025-04,4,2
Arunachal Pradesh,Shi Yomi,2025-05,1,8
Arunachal Pradesh,Shi Yomi,2025-06,3,6
Arunachal Pradesh,Shi Yomi,2025-07,1,8
Arunachal Pradesh,Shi Yomi,2025-08,1,8
Arunachal Pradesh,Shi Yomi,2025-09,0,6
Arunachal Pradesh,Shi Yomi,2025-10,1,12
Arunachal Pradesh,Shi Yomi,2025-11,1,8
Arunachal Pradesh,Siang,2025-01,27,168
Arunachal Pradesh,Siang,2025-02,6,5
Arunachal Pradesh,Siang,2025-03,7,23
Arunachal Pradesh,Siang,2025-04,8,26
Arunachal Pradesh,Siang,2025-05,5,7
Arunachal Pradesh,Siang,2025-06,2,7
Arunachal Pradesh,Siang,2025-07,2,3
Arunachal Pradesh,Siang,2025-08,6,19
Arunachal Pradesh,Siang,2025-09,4,15
Arunachal Pradesh,Siang,2025-10,0,12
Arunachal Pradesh,Siang,2025-11,5,22
Arunachal Pradesh,Siang,2025-12,3,10
Arunachal Pradesh,Tawang,2025-01,33,129
Arunachal Pradesh,Tawang,2025-02,3,16
Arunachal Pradesh,Tawang,2025-03,14,37
Arunachal Pradesh,Tawang,2025-04,6,30
Arunachal Pradesh,Tawang,2025-05,9,14
Arunachal Pradesh,Tawang,2025-06,3,4
Arunachal Pradesh,Tawang,2025-07,3,4
Arunachal Pradesh,Tawang,2025-08,1,8
Arunachal Pradesh,Tawang,2025-09,10,14
Arunachal Pradesh,Tawang,2025-10,10,24
Arunachal Pradesh,Tawang,2025-11,8,19
Arunachal Pradesh,Tawang,2025-12,4,14
Arunachal Pradesh,Tirap,2025-01,20,248
Arunachal Pradesh,Tirap,2025-02,1,41
Arunachal Pradesh,Tirap,2025-03,2,25
Arunachal Pradesh,Tirap,2025-04,2,15
Arunachal Pradesh,Tirap,2025-05,4,23
Arunachal Pradesh,Tirap,2025-06,3,14
Arunachal Pradesh,Tirap,2025-07,1,17
Arunachal Pradesh,Tirap,2025-08,1,29
Arunachal Pradesh,Tirap,2025-09,6,39
Arunachal Pradesh,Tirap,2025-10,4,11
Arunachal Pradesh,Tirap,2025-11,1,22
Arunachal Pradesh,Tirap,2025-12,4,17
Arunachal Pradesh,Upper Siang,2025-01,13,52
Arunachal Pradesh,Upper Siang,2025-02,3,19
Arunachal Pradesh,Upper Siang,2025-03,7,32
Arunachal Pradesh,Upper Siang,2025-04,4,27
Arunachal Pradesh,Upper Siang,2025-05,12,28
Arunachal Pradesh,Upper Siang,2025-06,5,23
Arunachal Pradesh,Upper Siang,2025-07,6,8
Arunachal Pradesh,Upper Siang,2025-08,8,17
Arunachal Pradesh,Upper Siang,2025-09,3,51
Arunachal Pradesh,Upper Siang,2025-10,4,4
Arunachal Pradesh,Upper Siang,2025-11,5,43
Arunachal Pradesh,Upper Siang,2025-12,5,18
Arunachal Pradesh,Upper Subansiri,2025-01,60,297
Arunachal Pradesh,Upper Subansiri,2025-02,13,23
Arunachal Pradesh,Upper Subansiri,2025-03,8,17
Arunachal Pradesh,Upper Subansiri,2025-04,2,21
Arunachal Pradesh,Upper Subansiri,2025-05,6,17
Arunachal Pradesh,Upper Subansiri,2025-06,2,2
Arunachal Pradesh,Upper Subansiri,2025-07,5,24
Arunachal Pradesh,Upper Subansiri,2025-08,13,41
Arunachal Pradesh,Upper Subansiri,2025-09,5,11
Arunachal Pradesh,Upper Subansiri,2025-10,8,20
Arunachal Pradesh,Upper Subansiri,2025-11,2,18
Arunachal Pradesh,Upper Subansiri,2025-12,8,10
Arunachal Pradesh,West Kameng,2025-01,46,164
Arunachal Pradesh,West Kameng,2025-02,14,41
Arunachal Pradesh,West Kameng,2025-03,11,51
Arunachal Pradesh,West Kameng,2025-04,10,47
Arunachal Pradesh,West Kameng,2025-05,10,37
Arunachal Pradesh,West Kameng,2025-06,4,23
Arunachal Pradesh,West Kameng,2025-07,7,29
Arunachal Pradesh,West Kameng,2025-08,7,31
Arunachal Pradesh,West Kameng,2025-09,16,34
Arunachal Pradesh,West Kameng,2025-10,12,33
Arunachal Pradesh,West Kameng,2025-11,11,51
Arunachal Pradesh,West Kameng,2025-12,12,31
Arunachal Pradesh,West Siang,2025-01,78,703
Arunachal Pradesh,West Siang,2025-02,24,97
Arunachal Pradesh,West Siang,2025-03,15,78
Arunachal Pradesh,West Siang,2025-04,13,95
Arunachal Pradesh,West Siang,2025-05,10,66
Arunachal Pradesh,West Siang,2025-06,20,33
Arunachal Pradesh,West Siang,2025-07,9,17
Arunachal Pradesh,West Siang,2025-08,6,65
Arunachal Pradesh,West Siang,2025-09,14,39
Arunachal Pradesh,West Siang,2025-10,25,69
Arunachal Pradesh,West Siang,2025-11,11,55
Arunachal Pradesh,West Siang,2025-12,27,68
Assam,Bajali,2025-01,3,36
Assam,Bajali,2025-02,1,24
Assam,Bajali,2025-03,2,26
Assam,Bajali,2025-04,1,15
Assam,Bajali,2025-05,0,32
Assam,Bajali,2025-06,2,20
Assam,Bajali,2025-07,1,15
Assam,Bajali,2025-08,1,41
Assam,Bajali,2025-09,1,17
Assam,Bajali,2025-10,0,21
Assam,Bajali,2025-11,5,26
Assam,Bajali,2025-12,2,30
Assam,Baksa,2025-01,293,3345
Assam,Baksa,2025-02,50,387
Assam,Baksa,2025-03,44,357
Assam,Baksa,2025-04,34,374
Assam,Baksa,2025-05,23,334
Assam,Baksa,2025-06,33,273
Assam,Baksa,2025-07,20,200
Assam,Baksa,2025-08,41,404
Assam,Baksa,2025-09,14,264
Assam,Baksa,2025-10,31,287
Assam,Baksa,2025-11,27,287
Assam,Baksa,2025-12,23,297
Assam,Barpeta,2025-01,1314,12584
Assam,Barpeta,2025-02,103,1245
Assam,Barpeta,2025-03,116,1095
Assam,Barpeta,2025-04,148,1535
Assam,Barpeta,2025-05,115,1295
Assam,Barpeta,2025-06,125,1089
Assam,Barpeta,2025-07,47,657
Assam,Barpeta,2025-08,170,1854
Assam,Barpeta,2025-09,106,1066
Assam,Barpeta,2025-10,89,1099
Assam,Barpeta,2025-11,86,1020
Assam,Barpeta,2025-12,99,875
Assam,Biswanath,2025-01,140,1772
Assam,Biswanath,2025-02,28,271
Assam,Biswanath,2025-03,30,267
Assam,Biswanath,2025-04,20,204
Assam,Biswanath,2025-05,20,202
Assam,Biswanath,2025-06,15,183
Assam,Biswanath,2025-07,9,153
Assam,Biswanath,2025-08,21,248
Assam,Biswanath,2025-09,10,160
Assam,Biswanath,2025-10,12,146
Assam,Biswanath,2025-11,28,219
Assam,Biswanath,2025-12,36,200
Assam,Bongaigaon,2025-01,1041,11167
Assam,Bongaigaon,2025-02,64,560
Assam,Bongaigaon,2025-03,60,499
Assam,Bongaigaon,2025-04,55,549
Assam,Bongaigaon,2025-05,50,650
Assam,Bongaigaon,2025-06,60,548
Assam,Bongaigaon,2025-07,31,387
Assam,Bongaigaon,2025-08,47,593
Assam,Bongaigaon,2025-09,34,333
Assam,Bongaigaon,2025-10,30,358
Assam,Bongaigaon,2025-11,58,529
Assam,Bongaigaon,2025-12,41,356
Assam,Cachar,2025-01,1066,9128
Assam,Cachar,2025-02,131,1253
Assam,Cachar,2025-03,129,1277
Assam,Cachar,2025-04,114,1144
Assam,Cachar,2025-05,80,819
Assam,Cachar,2025-06,113,994
Assam,Cachar,2025-07,56,652
Assam,Cachar,2025-08,138,1418
Assam,Cachar,2025-09,101,794
Assam,Cachar,2025-10,113,1275
Assam,Cachar,2025-11,102,1132
Assam,Cachar,2025-12,92,869
Assam,Charaideo,2025-01,143,1972
Assam,Charaideo,2025-02,25,189
Assam,Charaideo,2025-03,21,216
Assam,Charaideo,2025-04,17,213
Assam,Charaideo,2025-05,13,204
Assam,Charaideo,2025-06,16,194
Assam,Charaideo,2025-07,5,149
Assam,Charaideo,2025-08,29,262
Assam,Charaideo,2025-09,20,174
Assam,Charaideo,2025-10,13,177
Assam,Charaideo,2025-11,11,182
Assam,Charaideo,2025-12,25,214
Assam,Chirang,2025-01,180,1683
Assam,Chirang,2025-02,40,340
Assam,Chirang,2025-03,31,288
Assam,Chirang,2025-04,52,377
Assam,Chirang,2025-05,23,301
Assam,Chirang,2025-06,25,345
Assam,Chirang,2025-07,18,189
Assam,Chirang,2025-08,35,449
Assam,Chirang,2025-09,19,184
Assam,Chirang,2025-10,34,289
Assam,Chirang,2025-11,37,309
Assam,Chirang,2025-12,21,241
Assam,Darrang,2025-01,560,4667
Assam,Darrang,2025-02,112,728
Assam,Darrang,2025-03,74,592
Assam,Darrang,2025-04,98,635
Assam,Darrang,2025-05,66,533
Assam,Darrang,2025-06,88,601
Assam,Darrang,2025-07,34,319
Assam,Darrang,2025-08,127,823
Assam,Darrang,2025-09,32,285
Assam,Darrang,2025-10,93,564
Assam,Darrang,2025-11,57,473
Assam,Darrang,2025-12,69,379
Assam,Dhemaji,2025-01,373,4087
Assam,Dhemaji,2025-02,38,451
Assam,Dhemaji,2025-03,47,413
Assam,Dhemaji,2025-04,40,393
Assam,Dhemaji,2025-05,26,310
Assam,Dhemaji,2025-06,53,438
Assam,Dhemaji,2025-07,30,251
Assam,Dhemaji,2025-08,53,529
Assam,Dhemaji,2025-09,49,319
Assam,Dhemaji,2025-10,49,453
Assam,Dhemaji,2025-11,30,369
Assam,Dhemaji,2025-12,37,266
Assam,Dhubri,2025-01,1640,14850
Assam,Dhubri,2025-02,220,1937
Assam,Dhubri,2025-03,155,1591
Assam,Dhubri,2025-04,181,2038
Assam,Dhubri,2025-05,153,1465
Assam,Dhubri,2025-06,165,1369
Assam,Dhubri,2025-07,75,684
Assam,Dhubri,2025-08,192,2388
Assam,Dhubri,2025-09,172,1318
Assam,Dhubri,2025-10,191,1871
Assam,Dhubri,2025-11,111,1345
Assam,Dhubri,2025-12,116,1238
Assam,Dibrugarh,2025-01,368,5544
Assam,Dibrugarh,2025-02,83,558
Assam,Dibrugarh,2025-03,52,610
Assam,Dibrugarh,2025-04,50,669
Assam,Dibrugarh,2025-05,44,414
Assam,Dibrugarh,2025-06,49,482
Assam,Dibrugarh,2025-07,28,297
Assam,Dibrugarh,2025-08,70,737
Assam,Dibrugarh,2025-09,30,324
Assam,Dibrugarh,2025-10,64,546
Assam,Dibrugarh,2025-11,42,459
Assam,Dibrugarh,2025-12,46,397
Assam,Dima Hasao,2025-01,0,8
Assam,Dima Hasao,2025-02,1,12
Assam,Dima Hasao,2025-03,0,3
Assam,Dima Hasao,2025-04,0,4
Assam,Dima Hasao,2025-05,0,6
Assam,Dima Hasao,2025-06,1,16
Assam,Dima Hasao,2025-07,2,11
Assam,Dima Hasao,2025-08,0,9
Assam,Dima Hasao,2025-09,0,6
Assam,Dima Hasao,2025-10,1,5
Assam,Dima Hasao,2025-11,1,7
Assam,Dima Hasao,2025-12,0,10
Assam,Goalpara,2025-01,1210,9164
Assam,Goalpara,2025-02,88,824
Assam,Goalpara,2025-03,98,770
Assam,Goalpara,2025-04,115,1004
Assam,Goalpara,2025-05,63,512
Assam,Goalpara,2025-06,84,661
Assam,Goalpara,2025-07,48,278
Assam,Goalpara,2025-08,98,932
Assam,Goalpara,2025-09,65,528
Assam,Goalpara,2025-10,71,684
Assam,Goalpara,2025-11,76,728
Assam,Goalpara,2025-12,56,522
Assam,Golaghat,2025-01,563,7694
Assam,Golaghat,2025-02,53,600
Assam,Golaghat,2025-03,79,623
Assam,Golaghat,2025-04,45,631
Assam,Golaghat,2025-05,56,413
Assam,Golaghat,2025-06,56,503
Assam,Golaghat,2025-07,18,207
Assam,Golaghat,2025-08,59,618
Assam,Golaghat,2025-09,40,373
Assam,Golaghat,2025-10,58,581
Assam,Golaghat,2025-11,40,480
Assam,Golaghat,2025-12,40,383
Assam,Hailakandi,2025-01,308,2604
Assam,Hailakandi,2025-02,77,486
Assam,Hailakandi,2025-03,56,445
Assam,Hailakandi,2025-04,91,585
Assam,Hailakandi,2025-05,43,446
Assam,Hailakandi,2025-06,47,372
Assam,Hailakandi,2025-07,27,275
Assam,Hailakandi,2025-08,91,658
Assam,Hailakandi,2025-09,36,351
Assam,Hailakandi,2025-10,53,455
Assam,Hailakandi,2025-11,36,445
Assam,Hailakandi,2025-12,19,190
Assam,Hojai,2025-01,521,4654
